actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
6.1622876e-07,4.383696e-08,51.767876,-0.0035726656,5.4613434e-09,0.007714096,10.693403,162.87871,162.87097,13.952875,119.181,308.4013,106.83251,0.99999976,-0.04555295,-1.0,637,0.7452619,0.271654212295441,0.23817075243487565,0.20389598345961546,10,0.022953457669161657,75,63.7,50,10,8.426743143112883,428.09550496935844,277.1696525752544,132.40200121328235,10,99.6035986829835,0.02,0.01599169831824184,0.013333333333333334,10,0.0022274498412220354,4.4631047,-0.15094513,-4.3689113,2000,0.91594684,128,65.15259210955331,32,3067,10.633635551937436,1286.1807832717896,717.5575446119735,-67.91993446275592,3067,162.00237777233033,52110.0,315.6476728916168,200000.0,11.0,3128.1635377407074,2200000.0,633.6178504590893,22000.0
3.7244627e-07,2.6585578e-08,57.036972,-0.0032743409,3.2101264e-09,0.007837299,10.795651,162.32898,162.31995,14.272742,174.55846,337.84683,163.07616,0.99999994,-0.045319118,-1.0,634,0.7950654,0.2814913258439222,0.26518549990607626,0.22411855874326195,10,0.015714087509582756,77,63.4,33,10,12.753038853543888,492.9702747166157,263.6720950230025,86.56912314891815,10,115.35985530981031,0.030303030303030304,0.01673964810010537,0.012987012987012988,10,0.004947107167290616,4.2024546,-0.14516726,-4.372019,2000,0.94401634,144,69.90718038528897,29,2855,11.092232381046292,1547.3563559055328,842.0889403476278,-153.5298628807068,2855,158.26220665068104,54965.0,311.07410430908203,200000.0,12.0,3439.2376532554626,2400000.0,642.9336200909889,24000.0
2.6773296e-07,1.9181458e-08,61.85424,-0.00292825,2.237179e-09,0.00787659,10.863439,161.8523,161.84308,13.892068,219.09775,350.66864,209.03656,1.0,-0.056259528,-1.0,742,0.81700844,0.2827711977453037,0.2731585649146593,0.258977986934884,10,0.007814296596652765,83,74.2,61,10,7.152621896899067,605.5197643861175,544.5516488376306,455.2687004711479,10,57.33306320427814,0.01639344262295082,0.013610216755816626,0.012048192771084338,10,0.00138558646451625,4.33144,-0.15472765,-4.5680075,2000,0.96039975,158,73.12106803218727,33,2734,10.197230688247855,1691.1600155830383,913.5517118611872,320.09713247418404,2734,190.27094013717766,57699.0,306.48475408554077,200000.0,13.0,3745.7224221229553,2600000.0,652.5610077954462,26000.0
2.0975799e-07,1.5007332e-08,66.20952,-0.0025272372,1.7733022e-09,0.007823999,10.897031,161.37837,161.36917,13.279047,259.11383,355.13834,251.22789,0.99999994,-0.06617711,-1.0,822,0.80377394,0.2739538204176618,0.2647836183598367,0.25890266276845236,10,0.0049980590903962105,95,82.2,69,10,7.573638491504595,988.9030304551125,813.2633700023405,441.91622690390795,10,167.24856307097588,0.014492753623188406,0.01227331064694621,0.010526315789473684,10,0.0011757675836078848,4.1655107,-0.17516164,-4.4465065,2000,0.9638798,180,75.6257088846881,36,2645,10.608080021264835,1802.8395404815674,1013.5965759966188,323.0126852989197,2645,201.429817255061,60344.0,304.84091448783875,200000.0,14.0,4050.563351869583,2800000.0,656.0799108479868,28000.0
1.7306232e-07,1.2347734e-08,69.97921,-0.002227651,1.4972528e-09,0.007825987,10.920407,161.00317,160.9944,13.2910185,303.43982,381.24683,297.0196,1.0,-0.057880968,-1.0,813,0.7699176,0.26346346603085663,0.24765287939937658,0.22383212855509013,10,0.012015012100209157,101,81.3,54,10,14.31118443735528,1177.2683532834053,902.481819126755,630.2991518974304,10,205.92571530096166,0.018518518518518517,0.012749044138484844,0.009900990099009901,10,0.0025945379728158986,4.1436763,-0.1769141,-4.395125,2000,0.9759692,159,82.63221253632213,33,2409,15.244270103445157,2049.783562898636,1138.6153693284723,-9.858508450910449,2409,248.59165484146567,62753.0,298.7657425403595,200000.0,15.0,4349.3291091918945,3000000.0,669.420792020633,30000.0
1.4774777e-07,1.0558644e-08,73.381836,-0.0020012753,1.2611784e-09,0.0078718215,10.961172,160.76624,160.75737,14.208165,350.6591,442.73312,344.15643,1.0,-0.08392798,-1.0,1084,0.7696495,0.2602479966977016,0.2423015520078057,0.2312008154713895,10,0.008969623104777443,143,108.4,87,10,19.422667170087635,1723.0690233707428,1222.6946821387858,914.3178232908249,10,240.2385692762307,0.011494252873563218,0.00951490440595416,0.006993006993006993,10,0.0016287303696105005,4.2749057,-0.17593941,-4.3990335,2000,0.99984705,190,92.70148560817084,42,2154,17.38411765202613,2951.3687386512756,1257.2484229215356,472.8796293735504,2154,274.31643077503526,64907.0,294.78663206100464,200000.0,16.0,4644.115755319595,3200000.0,678.4568167209529,32000.0
1.2915605e-07,9.261249e-09,76.52197,-0.0018588369,1.0712357e-09,0.007980594,10.994983,160.61354,160.60368,15.036759,393.24615,511.49042,386.60745,1.0,-0.064626135,-1.0,1067,0.78112537,0.2818156557034205,0.25507483165867095,0.22967648214832181,10,0.016612499474233617,127,106.7,81,10,13.48369385591352,1663.7683625221252,1248.130140626803,858.0519587099552,10,225.8653621343761,0.012345679012345678,0.009534281491685732,0.007874015748031496,10,0.0012963472656428953,4.2001905,-0.17956224,-4.543204,2000,1.0101329,226,97.96076508092202,52,2039,19.509870506570902,3002.7170610129833,1391.1288343422812,471.1294793486595,2039,314.4242756175825,66946.0,287.7550559043884,200000.0,17.0,4931.870822906494,3400000.0,695.0355724295368,34000.0
1.1497181e-07,8.237075e-09,79.336395,-0.0016278656,9.606697e-10,0.007974777,11.024963,160.50748,160.49678,15.93123,433.176,606.9878,426.84253,1.0,-0.076973855,-1.0,975,0.76487803,0.279475272063171,0.2413569811170598,0.22167785167627393,10,0.016048480160091718,113,97.5,83,10,10.52853266129711,1586.244225025177,1282.5984987042843,843.9548058435321,10,212.5692390307583,0.012048192771084338,0.010375494707644433,0.008849557522123894,10,0.0011057377518374058,4.2615857,-0.18243526,-4.562239,2000,1.0122427,192,98.38612887358583,25,2033,20.061904795426948,3240.9265089035034,1467.224853338545,91.19934573024511,2033,383.15308283486627,68979.0,289.4142062664032,200000.0,18.0,5221.285042285919,3600000.0,691.051080664305,36000.0
1.03779655e-07,7.457798e-09,81.7954,-0.001418146,8.4457535e-10,0.007961779,11.043715,160.42665,160.41553,16.706833,472.31125,681.0513,466.28525,1.0,-0.09518861,-1.0,1060,0.76316553,0.24386540807214657,0.23528367527505326,0.22559344478327117,10,0.006056262762874952,152,106.0,86,10,18.867962264113206,1754.3690404891968,1364.1882388273953,1008.1906346082687,10,201.081342870134,0.011627906976744186,0.009693064961882065,0.006578947368421052,10,0.001481692807834863,4.294574,-0.18906555,-4.4583535,2000,1.0144026,216,101.70020325203252,52,1968,20.793862445583386,3337.1512683033943,1579.8126495060565,557.9201949387789,1968,357.0724039744406,70947.0,288.8926591873169,200000.0,19.0,5510.177711486816,3800000.0,692.2986570950588,38000.0
9.4732904e-08,6.7975914e-09,83.86694,-0.0011098183,7.810418e-10,0.007819173,11.039628,160.37242,160.36107,17.268026,504.3105,710.6311,498.72495,1.0,-0.09286689,-1.0,1268,0.7774226,0.2532746144315575,0.24533862927448982,0.24025457850764334,10,0.004055366133444929,167,126.8,89,10,23.65079279855117,2291.925892829895,1705.266110296175,1299.2822611425072,10,319.06466292496947,0.011235955056179775,0.008167588717038859,0.005988023952095809,10,0.0015367937403932212,4.221712,-0.18773462,-4.273884,2000,1.0177028,262,110.95715080690039,55,1797,23.203938469502457,3831.4521589279175,1732.730434696606,692.7802300453186,1797,388.63099705250914,72744.0,282.3649311065674,200000.0,20.0,5792.542658090591,4000000.0,708.3032557060635,40000.0
8.728633e-08,6.2673524e-09,85.49057,-0.0008526182,7.155549e-10,0.007691864,11.038849,160.28725,160.27567,18.007217,536.7465,728.07385,531.34717,1.0,-0.09095721,-1.0,1410,0.7827982,0.26328579529875645,0.25015144173194803,0.24286240342539145,10,0.006747014521034718,278,141.0,103,10,50.48167984526664,2907.7186389677227,1799.82884808667,1379.7098050117493,10,447.9873322196096,0.009708737864077669,0.007709890303403001,0.0035971223021582736,10,0.0017925222614726293,4.411751,-0.18754424,-4.5216,2000,1.026947,266,125.28346951602765,51,1591,26.841588452953598,4600.544874191284,1906.87048997816,647.7582950592041,1591,485.1228075720072,74335.0,277.08093523979187,200000.0,21.0,6069.623605489731,4200000.0,721.8107583869516,42000.0
8.1042465e-08,5.813455e-09,86.74619,-0.00061986694,6.699418e-10,0.0075595626,11.034494,160.18713,160.17542,18.759096,566.1887,743.0965,561.012,1.0,-0.08034106,-1.0,1434,0.7901471,0.2739329904633602,0.25723546218983107,0.24359018045862427,10,0.009882510955973213,248,143.4,96,10,42.6290980434726,2942.6444587484,1928.546907682717,1264.5343869924545,10,486.66948852186226,0.010416666666666666,0.007466677019604841,0.004032258064516129,10,0.0017321963582904343,4.2475457,-0.1814501,-4.2360263,2000,1.0313002,292,131.0611842105263,59,1520,27.319398711649317,4840.704432487488,2004.6412118455057,848.4317770004272,1520,501.5257424114489,75855.0,273.8416533470154,200000.0,22.0,6343.465276956558,4400000.0,730.3490815057183,44000.0
7.571217e-08,5.434573e-09,87.63093,-0.0004090674,6.2240196e-10,0.007419541,11.028423,160.08142,160.06964,19.118141,603.14514,735.9005,598.1127,1.0,-0.06694318,-1.0,1622,0.7792232,0.26198850253369294,0.2547567996340282,0.24450064800806737,10,0.005053798038279891,297,162.2,91,10,61.37882370981053,3763.5321956276894,2182.2573600657283,1162.42066308856,10,786.0977141708628,0.01098901098901099,0.007071004610360409,0.003367003367003367,10,0.002575112603139267,4.29795,-0.17801431,-5.004298,2000,1.0286525,281,137.66551485832758,51,1447,31.496734829197475,4853.514142990112,2187.256787218846,768.9664506912231,1447,588.4064835872925,77302.0,274.29990124702454,200000.0,23.0,6617.765193939209,4600000.0,729.1289537136481,46000.0
7.115875e-08,5.0854716e-09,88.20331,-0.0002966156,6.072278e-10,0.007352881,11.019482,159.96194,159.94969,19.634666,646.7155,775.63007,641.55756,1.0,-0.08286388,-1.0,1588,0.7754568,0.25204757726962673,0.2488678717392622,0.2451667741942156,10,0.002101657787680037,213,158.8,100,10,30.002666548158683,3013.9883880615234,2257.9566990029066,1112.6745257526636,10,561.3691346602187,0.01,0.006558313737380012,0.004694835680751174,10,0.00142587367216238,4.205323,-0.17925173,-4.300723,2000,1.0266258,432,144.64769452449568,57,1388,34.00572848231216,7965.326135635376,2366.0323909267195,797.4075784683228,1388,655.9470138713326,78690.0,269.72195291519165,200000.0,24.0,6887.487161159515,4800000.0,741.5043448943355,48000.0
6.718821e-08,4.7918576e-09,88.587074,-0.00017769031,5.831996e-10,0.0072646574,11.015091,159.82838,159.8159,20.2353,693.64764,839.51135,688.2187,1.0,-0.08785463,-1.0,1908,0.7772471,0.2620331642913384,0.24904328136130008,0.24531441637877321,10,0.004537966174175121,267,190.8,129,10,49.52332783648531,4074.5332350730896,2802.5866402417423,1691.8480622768402,10,737.3922114698053,0.007751937984496124,0.005603240985105136,0.003745318352059925,10,0.001420882445173994,4.5935555,-0.18378678,-4.286709,2000,1.0265105,369,154.56211180124222,49,1288,36.67463361534507,6336.864063739777,2560.3524223293525,774.8302059173584,1288,714.2323922893347,79978.0,268.4759225845337,200000.0,25.0,7155.963095426559,5000000.0,744.9457592869505,50000.0
6.3685945e-08,4.534269e-09,88.75959,-6.663021e-05,5.60608e-10,0.0071674,11.007172,159.69855,159.68573,20.648558,738.53625,899.7188,733.03064,1.0,-0.0933501,-1.0,1811,0.7780428,0.25497224016093295,0.24774243571247098,0.24354571208408052,10,0.003271329658468952,255,181.1,149,10,30.167697956589265,4091.114516735077,2782.5045265838503,2141.026996612549,10,524.8253928576389,0.006711409395973154,0.0056530894043972995,0.00392156862745098,10,0.0007979120501432868,4.5677786,-0.19247182,-4.4291005,2000,1.02638,435,168.5446049277825,64,1177,46.0318857041446,7934.316566467285,2853.838906508985,946.7819073200226,1177,884.8634812964767,81155.0,265.4358546733856,200000.0,26.0,7421.39896273613,5200000.0,753.4777102592137,52000.0
6.067654e-08,4.3131108e-09,88.71282,3.7276885e-05,5.41011e-10,0.0070597497,10.999576,159.57317,159.5598,21.299143,785.3624,1028.34,779.78467,1.0,-0.08907463,-1.0,1738,0.78516936,0.26338387243718225,0.2523042448231728,0.24306705090680333,10,0.006079995892964956,295,173.8,105,10,53.536529584947885,4265.332234382629,2445.6404447292907,1131.016146555543,10,880.3745248024093,0.009523809523809525,0.006314587027728719,0.003389830508474576,10,0.001935052350967324,4.381618,-0.19251025,-4.510814,2000,1.0273441,453,167.00586264656616,32,1194,52.61523175084891,8433.938702702522,2768.1947325288656,107.1076232790947,1194,1028.1246405835598,82349.0,263.93429708480835,200000.0,27.0,7685.33327126503,5400000.0,757.7643459339248,54000.0
5.7917013e-08,4.1174837e-09,88.554344,6.602295e-05,5.158776e-10,0.007018323,11.000268,159.48405,159.47047,22.482893,822.809,1214.074,817.1362,1.0,-0.09396724,-1.0,2267,0.786653,0.2556725739852288,0.2518811131543868,0.24624962707677,10,0.002707884375615287,305,226.7,157,10,39.02063556632567,4154.80540060997,3231.5351113721727,2175.9541385173798,10,536.2761258375818,0.006369426751592357,0.004553696518965406,0.003278688524590164,10,0.0008505988367480772,4.2105985,-0.19880658,-4.28619,2000,1.02764,377,186.2069288389513,25,1068,57.98484940896161,7070.216870307922,3073.2787806583638,-63.17114815488458,1068,1117.930532011835,83417.0,259.8036437034607,200000.0,28.0,7945.136928319931,5600000.0,769.812144083243,56000.0
5.5400236e-08,3.924836e-09,88.367386,3.673894e-05,5.0718346e-10,0.007032652,11.000304,159.42906,159.4152,23.632397,872.1693,1355.3077,866.24725,1.0,-0.08173687,-1.0,3132,0.7937002,0.2652180086824597,0.2609456821343004,0.2584035843510742,10,0.0021773663777061754,430,313.2,221,10,68.10550638531366,6194.318701982498,4360.758588808402,2974.8620042800903,10,1044.096552795913,0.004524886877828055,0.003347325867500262,0.002325581395348837,10,0.0007230889857725435,4.3574076,-0.20370784,-4.4934225,2000,1.029884,480,217.15578947368422,28,950,68.41839505769971,7854.098831653595,3628.976259980663,101.44105638563633,950,1310.288840172439,84367.0,259.10980582237244,200000.0,29.0,8204.24675321579,5800000.0,771.8735281562675,58000.0
5.3225744e-08,3.7676053e-09,88.19854,3.6655976e-05,4.904545e-10,0.0070192274,11.00591,159.37363,159.3599,25.151266,932.606,1756.2538,925.7076,1.0,-0.07396809,-1.0,3156,0.7958651,0.26674241130568793,0.264623481211226,0.2610082888453474,10,0.002308379176691629,474,315.6,116,10,90.31522573741374,6724.689369320869,4431.454184707627,1339.487520929426,10,1369.6139852940732,0.008620689655172414,0.0036118917489120946,0.002109704641350211,10,0.0017365283503456633,4.318363,-0.20798649,-4.4501796,2000,1.0299064,484,239.55527318932656,27,787,104.74941567080542,8501.776742458344,3924.372147012076,-20.931729670614004,787,1969.9648590819259,85154.0,251.2245135307312,200000.0,30.0,8455.47128868103,6000000.0,796.1006559001054,60000.0
5.1293927e-08,3.623054e-09,88.13154,5.394312e-06,4.804601e-10,0.0070451302,11.0100355,159.33113,159.31694,26.577042,1007.3567,1998.9972,999.88916,1.0,-0.0792975,-1.0,3316,0.80788016,0.2735571474239009,0.27060172127916876,0.2687438490863691,10,0.0015679764086529147,434,331.6,203,10,63.04633216928642,5978.924700975418,4439.9119380256625,2610.44512796402,10,981.1820909033805,0.0049261083743842365,0.0031452227080932442,0.002304147465437788,10,0.0007054211834930179,4.316527,-0.20736855,-4.4031873,2000,1.0285141,841,346.1804788213628,64,543,132.430115091682,14499.34862010181,5851.9039316408025,648.7899780273438,543,2417.856977444541,85697.0,246.1008858680725,200000.0,31.0,8701.57219171524,6200000.0,812.6748479370129,62000.0
4.9475325e-08,3.490489e-09,87.97521,6.457345e-05,4.675367e-10,0.0069734436,11.006705,159.28862,159.27408,27.537836,1117.0028,2132.531,1109.376,1.0,-0.08530266,-1.0,9434,0.80929846,0.27573580021697813,0.2702245413778215,0.26428840686448546,10,0.004210295183888642,1000,943.4,787,10,70.79152491647571,16395.40878009796,13967.938463458046,10533.907741427422,10,1993.3356826330835,0.0012706480304955528,0.000566531510862307,0.0,10,0.0005693465079537284,4.341645,-0.21094917,-4.329563,2000,1.0257455,1000,532.7360703812317,59,341,266.64381024787053,19044.38746738434,9283.92962095684,862.9487409591675,341,4930.01685545216,86038.0,248.10932564735413,200000.0,32.0,8949.681531906128,6400000.0,806.0962621141719,64000.0
4.776238e-08,3.3618583e-09,87.61305,0.00019335735,4.5913268e-10,0.006815684,10.99526,159.23506,159.22025,28.24282,1281.2812,2117.512,1273.9381,1.0,-0.08490103,-1.0,9815,0.8165081,0.27823269306390624,0.27439460093634466,0.2691839089775672,10,0.0033088792812163916,1000,981.5,907,10,37.00067566950636,15484.05001449585,13892.344636931084,11714.586374297738,10,1198.928868599771,0.0011025358324145535,0.00022038574183176374,0.0,10,0.0004407715672893123,4.2343516,-0.21687092,-4.3321204,2000,1.0223867,1000,809.9791666666666,86,240,284.03643322522123,19540.01181125641,14969.806791384064,1335.0228729248047,240,5560.75957588148,86278.0,245.12516117095947,200000.0,33.0,9194.806707382202,6600000.0,815.9097134076436,66000.0
4.6175526e-08,3.238816e-09,86.91226,0.00038507202,4.552268e-10,0.0065679085,10.98187,159.13914,159.12387,28.306244,1474.1837,2158.202,1466.9116,1.0,-0.090718634,-1.0,10000,0.8043214,0.26967005301208186,0.2642214030647102,0.2605821694217697,10,0.0028626269879657323,1000,1000.0,1000,10,0.0,17460.488431930542,16757.80571694374,15660.029023647308,10,631.3082665595077,0.0,0.0,0.0,10,0.0,4.298607,-0.21827105,-4.300517,2000,1.0224733,1000,851.0962343096235,82,239,264.8660732597934,20176.534432411194,16276.130121747741,1045.7361822128296,239,5349.315872681593,86517.0,245.1168818473816,200000.0,34.0,9439.923605203629,6800000.0,815.937272425516,68000.0
4.4748692e-08,3.1334073e-09,85.86568,0.00050466554,4.4648854e-10,0.006364587,10.970023,159.0239,159.00784,27.495817,1644.5024,1960.6256,1637.6235,1.0,-0.09339555,-1.0,10000,0.79189724,0.2570325883381767,0.2560354477029359,0.254691852967968,10,0.0006557608219688665,1000,1000.0,1000,10,0.0,18702.40461540222,18459.244717502595,18001.324642181396,10,189.38027174932353,0.0,0.0,0.0,10,0.0,4.8263283,-0.21434285,-4.360029,2000,1.0267307,1000,605.4145658263305,34,357,332.99626365556264,20466.888695716858,11442.752173706007,264.6416574716568,357,6849.230442354996,86874.0,250.67920780181885,200000.0,35.0,9690.602831840515,7000000.0,797.8324239723756,70000.0
