controls,,,,,,,,
version=1,,,,,,,,
nRows=530,,,,,,,,
nColumns=7,,,,,,,,
inDegrees=no,,,,,,,,
endheader,,,,,,,,
time,TRIlong,TRIlat,TRImed,BIClong,BICshort,BRA,r_shoulder_elev,r_elbow_flex
0.32031533,0.02,0.03910269,0.03704428,0.23301943,0.0833009,0.022,0.00014611,0.29963455
0.32110365,0.02,0.03910269,0.03704428,0.23301943,0.0833009,0.022,0.0001463,0.30139692
0.32424295,0.02,0.03910269,0.03704428,0.23301943,0.0833009,0.022,0.00015062,0.30844988
0.32738224,0.02,0.03910269,0.03704428,0.23301943,0.0833009,0.022,0.00015964,0.31556067
0.33,0.02,0.03910269,0.03704428,0.23301943,0.0833009,0.022,0.00016906,0.32153868
0.33027623,0.02,0.04067841,0.03809689,0.24602112,0.0630997,0.02,0.00017009,0.32217224
0.33055246,0.02,0.04067841,0.03809689,0.24602112,0.0630997,0.02,0.00017112,0.32280633
0.33193361,0.02,0.04067841,0.03809689,0.24602112,0.0630997,0.02,0.00017623,0.32598496
0.33438249,0.02,0.04067841,0.03809689,0.24602112,0.0630997,0.02,0.00018521,0.33165401
0.33740325,0.02,0.04067841,0.03809689,0.24602112,0.0630997,0.02,0.00019628,0.33870438
0.34,0.02,0.04067841,0.03809689,0.24602112,0.0630997,0.02,0.0002056,0.34481579
0.34041779,0.02,0.04096286,0.03876262,0.25528357,0.07680699,0.02,0.00020706,0.34580347
0.34083559,0.02,0.04096286,0.03876262,0.25528357,0.07680699,0.02,0.0002085,0.34679238
0.34292456,0.02,0.04096286,0.03876262,0.25528357,0.07680699,0.02,0.00021545,0.35175526
0.34591672,0.02,0.04096286,0.03876262,0.25528357,0.07680699,0.02,0.0002245,0.35891726
0.35,0.02,0.04096286,0.03876262,0.25528357,0.07680699,0.02,0.00023389,0.36879452
0.35031609,0.02,0.04262017,0.04083308,0.26339568,0.08412871,0.02,0.00023442,0.36956424
0.35063217,0.02,0.04262017,0.04083308,0.26339568,0.08412871,0.02,0.0002349,0.37033469
0.35221261,0.02,0.04262017,0.04083308,0.26339568,0.08412871,0.02,0.00023686,0.37419795
0.35435248,0.02,0.04262017,0.04083308,0.26339568,0.08412871,0.02,0.00023853,0.37945682
0.35745489,0.02,0.04262017,0.04083308,0.26339568,0.08412871,0.02,0.00023961,0.38713616
0.36,0.02,0.04262017,0.04083308,0.26339568,0.08412871,0.02,0.0002392,0.39348423
0.36033276,0.02,0.04373087,0.04240284,0.27534062,0.08140053,0.02,0.00023904,0.39431744
0.36066551,0.02,0.04373087,0.04240284,0.27534062,0.08140053,0.02,0.00023885,0.39515141
0.36232929,0.02,0.04373087,0.04240284,0.27534062,0.08140053,0.02,0.00023748,0.39933245
0.36461792,0.02,0.04373087,0.04240284,0.27534062,0.08140053,0.02,0.00023471,0.40511335
0.36810847,0.02,0.04373087,0.04240284,0.27534062,0.08140053,0.02,0.00022884,0.41399441
0.37,0.02,0.04373087,0.04240284,0.27534062,0.08140053,0.02,0.00022468,0.41883948
0.37038837,0.02,0.046459,0.04526332,0.28378024,0.0853952,0.02,0.00022372,0.41983712
0.37077675,0.02,0.046459,0.04526332,0.28378024,0.0853952,0.02,0.00022272,0.42083574
0.37271861,0.02,0.046459,0.04526332,0.28378024,0.0853952,0.02,0.00021735,0.42584273
0.37466047,0.02,0.046459,0.04526332,0.28378024,0.0853952,0.02,0.00021203,0.43087065
0.37831185,0.02,0.046459,0.04526332,0.28378024,0.0853952,0.02,0.00020441,0.44037416
0.38,0.02,0.046459,0.04526332,0.28378024,0.0853952,0.02,0.0002023,0.44478817
0.38036774,0.02,0.04732638,0.04564939,0.29556264,0.0851512,0.02,0.00020197,0.44575136
0.38073548,0.02,0.04732638,0.04564939,0.29556264,0.0851512,0.02,0.00020167,0.44671514
0.38257418,0.02,0.04732638,0.04564939,0.29556264,0.0851512,0.02,0.00020082,0.45154285
0.38531399,0.02,0.04732638,0.04564939,0.29556264,0.0851512,0.02,0.00020144,0.45876353
0.38996234,0.02,0.04732638,0.04564939,0.29556264,0.0851512,0.02,0.00020604,0.47109094
0.39,0.02,0.04732638,0.04564939,0.29556264,0.0851512,0.02,0.00020608,0.47119122
0.39031199,0.02,0.04991421,0.04749285,0.30369794,0.09180302,0.02,0.00020645,0.47202235
0.39062398,0.02,0.04991421,0.04749285,0.30369794,0.09180302,0.02,0.00020683,0.47285395
0.39218393,0.02,0.04991421,0.04749285,0.30369794,0.09180302,0.02,0.00020873,0.47701898
0.39420738,0.02,0.04991421,0.04749285,0.30369794,0.09180302,0.02,0.00021155,0.48243798
0.39719717,0.02,0.04991421,0.04749285,0.30369794,0.09180302,0.02,0.00021701,0.49047678
0.4,0.02,0.04991421,0.04749285,0.30369794,0.09180302,0.02,0.00022328,0.49804727
0.40034003,0.02,0.05131454,0.04841707,0.31589886,0.07653487,0.02,0.00022408,0.49896803
0.40068006,0.02,0.05131454,0.04841707,0.31589886,0.07653487,0.02,0.00022488,0.49988931
0.40238022,0.02,0.05131454,0.04841707,0.31589886,0.07653487,0.02,0.0002289,0.5045034
0.4047369,0.02,0.05131454,0.04841707,0.31589886,0.07653487,0.02,0.00023464,0.51091993
0.40835144,0.02,0.05131454,0.04841707,0.31589886,0.07653487,0.02,0.00024355,0.52080753
0.41,0.02,0.05131454,0.04841707,0.31589886,0.07653487,0.02,0.00024735,0.52533628
0.41026199,0.02,0.05339646,0.05044778,0.32286726,0.09741272,0.02,0.00024793,0.52605711
0.41052397,0.02,0.05339646,0.05044778,0.32286726,0.09741272,0.02,0.00024849,0.52677826
0.41183391,0.02,0.05339646,0.05044778,0.32286726,0.09741272,0.02,0.00025117,0.53038858
0.41393422,0.02,0.05339646,0.05044778,0.32286726,0.09741272,0.02,0.00025523,0.53619239
0.41666076,0.02,0.05339646,0.05044778,0.32286726,0.09741272,0.02,0.00026041,0.54375293
0.42,0.02,0.05339646,0.05044778,0.32286726,0.09741272,0.02,0.00026609,0.5530532
0.42030698,0.02,0.05483687,0.05330138,0.335609,0.07745349,0.02,0.00026653,0.55391052
0.42061395,0.02,0.05483687,0.05330138,0.335609,0.07745349,0.02,0.00026694,0.55476825
0.42214883,0.02,0.05483687,0.05330138,0.335609,0.07745349,0.02,0.00026872,0.55906291
0.42420438,0.02,0.05483687,0.05330138,0.335609,0.07745349,0.02,0.00027066,0.56482898
0.42720698,0.02,0.05483687,0.05330138,0.335609,0.07745349,0.02,0.00027319,0.57327898
0.43,0.02,0.05483687,0.05330138,0.335609,0.07745349,0.02,0.00027522,0.58116739
0.43040884,0.02,0.05808349,0.05527673,0.34521743,0.09141606,0.02,0.00027547,0.58232439
0.43081768,0.02,0.05808349,0.05527673,0.34521743,0.09141606,0.02,0.0002757,0.58348197
0.43286189,0.02,0.05808349,0.05527673,0.34521743,0.09141606,0.02,0.00027679,0.58927805
0.43490609,0.02,0.05808349,0.05527673,0.34521743,0.09141606,0.02,0.00027835,0.59508566
0.43926874,0.02,0.05808349,0.05527673,0.34521743,0.09141606,0.02,0.00028506,0.60751156
0.44,0.02,0.05808349,0.05527673,0.34521743,0.09141606,0.02,0.00028665,0.60959832
0.4403798,0.02,0.05999111,0.05755898,0.35531073,0.09703262,0.02,0.00028751,0.61068261
0.4407596,0.02,0.05999111,0.05755898,0.35531073,0.09703262,0.02,0.0002884,0.61176722
0.44265859,0.02,0.05999111,0.05755898,0.35531073,0.09703262,0.02,0.00029332,0.61719472
0.44455759,0.02,0.05999111,0.05755898,0.35531073,0.09703262,0.02,0.00029924,0.62262878
0.44841272,0.02,0.05999111,0.05755898,0.35531073,0.09703262,0.02,0.00031435,0.63367938
0.45,0.02,0.05999111,0.05755898,0.35531073,0.09703262,0.02,0.00032138,0.63823741
0.45039324,0.02,0.06344224,0.05857525,0.36615882,0.09098647,0.022,0.00032314,0.63936749
0.45078648,0.02,0.06344224,0.05857525,0.36615882,0.09098647,0.022,0.00032491,0.64049792
0.4527527,0.02,0.06344224,0.05857525,0.36615882,0.09098647,0.022,0.0003338,0.64615516
0.45471891,0.02,0.06344224,0.05857525,0.36615882,0.09098647,0.022,0.00034291,0.65182028
0.45862254,0.02,0.06344224,0.05857525,0.36615882,0.09098647,0.022,0.00036139,0.66309057
0.46,0.02,0.06344224,0.05857525,0.36615882,0.09098647,0.022,0.00036769,0.66707539
0.46019703,0.02,0.06595714,0.06310008,0.37131491,0.11002017,0.02,0.00036857,0.66764574
0.46039406,0.02,0.06595714,0.06310008,0.37131491,0.11002017,0.02,0.00036944,0.66821619
0.4613792,0.02,0.06595714,0.06310008,0.37131491,0.11002017,0.02,0.00037367,0.67106985
0.46340999,0.02,0.06595714,0.06310008,0.37131491,0.11002017,0.02,0.0003821,0.67695889
0.46544078,0.02,0.06595714,0.06310008,0.37131491,0.11002017,0.02,0.00039058,0.68285491
0.47,0.02,0.06595714,0.06310008,0.37131491,0.11002017,0.02,0.00040982,0.69611543
0.47022402,0.02,0.06863633,0.0653407,0.38757674,0.04517983,0.02,0.00041072,0.69676792
0.47044804,0.02,0.06863633,0.0653407,0.38757674,0.04517983,0.02,0.00041161,0.69742052
0.47156814,0.02,0.06863633,0.0653407,0.38757674,0.04517983,0.02,0.0004159,0.70068504
0.47390598,0.02,0.06863633,0.0653407,0.38757674,0.04517983,0.02,0.0004242,0.70750599
0.47624382,0.02,0.06863633,0.0653407,0.38757674,0.04517983,0.02,0.00043206,0.71433506
0.48,0.02,0.06863633,0.0653407,0.38757674,0.04517983,0.02,0.00044392,0.72532224
0.48022752,0.02,0.07185593,0.06869784,0.39186454,0.10531335,0.02,0.00044459,0.72598835
0.48045503,0.02,0.07185593,0.06869784,0.39186454,0.10531335,0.02,0.00044526,0.72665452
0.48159262,0.02,0.07185593,0.06869784,0.39186454,0.10531335,0.02,0.00044853,0.72998634
0.48356606,0.02,0.07185593,0.06869784,0.39186454,0.10531335,0.02,0.00045419,0.73576886
0.48598495,0.02,0.07185593,0.06869784,0.39186454,0.10531335,0.02,0.00046182,0.74285867
0.48938482,0.02,0.07185593,0.06869784,0.39186454,0.10531335,0.02,0.00047402,0.7528257
0.49,0.02,0.07185593,0.06869784,0.39186454,0.10531335,0.02,0.00047631,0.75462955
0.49027335,0.02,0.07466846,0.07068112,0.40579326,0.05257083,0.02,0.00047733,0.75543114
0.4905467,0.02,0.07466846,0.07068112,0.40579326,0.05257083,0.02,0.00047834,0.75623278
0.49191344,0.02,0.07466846,0.07068112,0.40579326,0.05257083,0.02,0.00048334,0.7602416
0.49418986,0.02,0.07466846,0.07068112,0.40579326,0.05257083,0.02,0.0004916,0.76692025
0.49695463,0.02,0.07466846,0.07068112,0.40579326,0.05257083,0.02,0.00050171,0.77503314
0.5,0.02,0.07466846,0.07068112,0.40579326,0.05257083,0.02,0.00051245,0.78397164
0.50032274,0.02,0.07780827,0.07529104,0.41718076,0.07278917,0.02,0.00051352,0.78491914
0.50064547,0.02,0.07780827,0.07529104,0.41718076,0.07278917,0.02,0.00051457,0.78586669
0.50225916,0.02,0.07780827,0.07529104,0.41718076,0.07278917,0.02,0.00051959,0.79060502
0.50424481,0.02,0.07780827,0.07529104,0.41718076,0.07278917,0.02,0.00052566,0.79643538
0.50713651,0.02,0.07780827,0.07529104,0.41718076,0.07278917,0.02,0.0005352,0.8049224
0.51,0.02,0.07780827,0.07529104,0.41718076,0.07278917,0.02,0.00054545,0.81332139
0.51029139,0.02,0.08229512,0.07848029,0.42082723,0.09885641,0.02,0.00054651,0.81417587
0.51058279,0.02,0.08229512,0.07848029,0.42082723,0.09885641,0.02,0.00054756,0.81503031
0.51203976,0.02,0.08229512,0.07848029,0.42082723,0.09885641,0.02,0.00055279,0.81930198
0.51409942,0.02,0.08229512,0.07848029,0.42082723,0.09885641,0.02,0.0005604,0.82533794
0.5168398,0.02,0.08229512,0.07848029,0.42082723,0.09885641,0.02,0.00057145,0.83336165
0.52,0.02,0.08229512,0.07848029,0.42082723,0.09885641,0.02,0.000585,0.84260483
0.52024767,0.02,0.08667638,0.08244246,0.43630841,0.04331926,0.02,0.00058605,0.84332891
0.52049535,0.02,0.08667638,0.08244246,0.43630841,0.04331926,0.02,0.00058709,0.84405296
0.52173371,0.02,0.08667638,0.08244246,0.43630841,0.04331926,0.02,0.00059218,0.8476726
0.52387025,0.02,0.08667638,0.08244246,0.43630841,0.04331926,0.02,0.00060082,0.85391419
0.52600678,0.02,0.08667638,0.08244246,0.43630841,0.04331926,0.02,0.00060977,0.86014964
0.53,0.02,0.08667638,0.08244246,0.43630841,0.04331926,0.02,0.0006276,0.87178507
0.53045463,0.02,0.08963458,0.08610344,0.44270977,0.07037292,0.02,0.00062966,0.8731083
0.53090926,0.02,0.08963458,0.08610344,0.44270977,0.07037292,0.02,0.00063171,0.87443128
0.53318239,0.02,0.08963458,0.08610344,0.44270977,0.07037292,0.02,0.00064187,0.88104186
0.53545553,0.02,0.08963458,0.08610344,0.44270977,0.07037292,0.02,0.00065223,0.88764383
