hip_flexion_l,hip_adduction_l,hip_rotation_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_l,osl_knee_angle_r,ankle_angle_l,osl_ankle_angle_r,pelvis_euler_roll,pelvis_euler_pitch,pelvis_euler_yaw,pelvis_vel_X,pelvis_vel_Y,pelvis_vel_Z,l_foot_relative_X,l_foot_relative_Y,l_foot_relative_Z,r_foot_relative_X,r_foot_relative_Y,r_foot_relative_Z
0.434852365,0.157536322,-0.11879302,-0.146023592,-0.147695822,-0.180044933,0.366952189,0.762330553,-0.010203903,-0.378517792,0.068441409,0.066110474,-1.54509327,1.334414308,0.169663303,0.22980388,0.285659101,0.005052409,-0.852538169,-0.345016331,0.195625629,-0.823945547
0.426911861,0.154642866,-0.117109376,-0.134906632,-0.145415023,-0.176351431,0.370933314,0.781824949,-0.002353411,-0.381298688,0.063700511,0.063788332,-1.543127916,1.365168075,0.164971277,0.239756395,0.278214668,0.001967922,-0.854871381,-0.343649181,0.192296035,-0.822666913
0.418065329,0.152689315,-0.115067948,-0.121971379,-0.143568159,-0.173374669,0.372084871,0.8028221,0.002537765,-0.3776686,0.05969073,0.062237085,-1.541801457,1.39401688,0.161701226,0.242407613,0.271155219,-0.000639566,-0.85730731,-0.340915804,0.189761957,-0.821165634
0.407870595,0.151293448,-0.11279076,-0.107797372,-0.141796921,-0.171971142,0.370563945,0.825215925,0.004929,-0.368437262,0.056229177,0.060998062,-1.541407972,1.416029009,0.159210161,0.239456894,0.264078942,-0.002919922,-0.859927353,-0.337298954,0.187872792,-0.819304297
0.395585147,0.149348354,-0.110785765,-0.093854341,-0.139287595,-0.172415178,0.366868345,0.848023,0.006403948,-0.355706816,0.052646113,0.059105066,-1.542276133,1.426655052,0.15620058,0.236202411,0.256236627,-0.005455934,-0.862851702,-0.333729657,0.186096816,-0.816982666
0.380476286,0.145748137,-0.109567423,-0.081610688,-0.135231405,-0.174962147,0.361501045,0.870251584,0.008551615,-0.341586148,0.048272749,0.055595835,-1.54472865,1.421400611,0.151364075,0.237954459,0.246884536,-0.00882981,-0.866198166,-0.331135063,0.183902042,-0.814104134
0.362700243,0.140172264,-0.109654523,-0.071564783,-0.129571061,-0.179312185,0.354934246,0.891288555,0.012158135,-0.32729627,0.042984104,0.050251682,-1.54869564,1.398689835,0.143392302,0.247151736,0.235954714,-0.013155959,-0.869902819,-0.329761443,0.181121683,-0.810752643
0.343791098,0.133517527,-0.111572564,-0.062711454,-0.123414087,-0.184304814,0.347592453,0.911107641,0.016765178,-0.312681988,0.037498107,0.044006468,-1.553498707,1.361470621,0.130977021,0.261781968,0.224426666,-0.017823706,-0.873620046,-0.328799712,0.178155012,-0.807291978
0.325401455,0.126785429,-0.115847625,-0.053916188,-0.1179682,-0.188705522,0.339896065,0.929733053,0.021807365,-0.297469729,0.032605194,0.037893192,-1.558407107,1.31308,0.11281,0.27945,0.21337,-0.02216,-0.87698,-0.32735,0.17545,-0.80411
0.308956429,0.120878239,-0.122545201,-0.044186542,-0.114245901,-0.191650577,0.33233032,0.947227923,0.026738852,-0.281412616,0.028959661,0.032796572,-1.562741266,1.257977359,0.088767608,0.297309224,0.203667427,-0.025588213,-0.87969273,-0.324648803,0.173365926,-0.801525554
0.294971182,0.116301272,-0.129888456,-0.033098347,-0.112478806,-0.193759349,0.325639798,0.963811069,0.031091922,-0.264370571,0.02667125,0.029008172,-1.566026268,1.20511149,0.063464621,0.310707218,0.19545407,-0.027917398,-0.881787869,-0.320478076,0.17190732,-0.79958143
0.283733387,0.113460608,-0.135639971,-0.020369497,-0.112703311,-0.196021984,0.320633916,0.979740226,0.034418391,-0.246230216,0.025713562,0.026671275,-1.567838367,1.164553535,0.04270042,0.314540103,0.188678155,-0.029053029,-0.883374946,-0.314756142,0.170990022,-0.798251407
0.275443264,0.112667598,-0.137730951,-0.005793073,-0.114863913,-0.199324523,0.318040266,0.99520381,0.036328507,-0.226963359,0.025993996,0.025883799,-1.567806718,1.145565383,0.031862961,0.304339459,0.183249793,-0.028961796,-0.88456895,-0.307438806,0.17049653,-0.797514342
0.269284391,0.113132368,-0.136052822,0.009963862,-0.117836806,-0.203342754,0.317635222,1.009584348,0.037111763,-0.207532103,0.026650316,0.026216359,-1.566175469,1.14800135,0.031557428,0.283024037,0.178635987,-0.028322035,-0.885548339,-0.298917646,0.169921745,-0.797408163
0.263784447,0.11335458,-0.131761674,0.025670377,-0.119808956,-0.206971659,0.318581469,1.021744444,0.037495882,-0.189537452,0.026323749,0.026899374,-1.563585539,1.165646344,0.039303348,0.258278509,0.174017871,-0.028271209,-0.886532525,-0.289865381,0.168510504,-0.798008907
0.257472282,0.11183656,-0.126037749,0.040099901,-0.11897604,-0.209096335,0.320030046,1.030550128,0.038209173,-0.174573566,0.023664391,0.027166227,-1.560684009,1.192177719,0.052558692,0.237809149,0.168581712,-0.029941203,-0.887739039,-0.280951732,0.165514341,-0.79939202
0.24960293,0.107951176,-0.120245943,0.052851122,-0.114745753,-0.208789676,0.321046813,1.035593032,0.039577114,-0.163185087,0.018350956,0.026768501,-1.558090752,1.220888726,0.068174026,0.22585259,0.162107798,-0.03367013,-0.88923187,-0.27238542,0.160836729,-0.801559477
0.240557003,0.102420622,-0.116037356,0.064801879,-0.10840442,-0.20541566,0.320565605,1.037589468,0.041300797,-0.154289899,0.011656516,0.026260983,-1.556383476,1.244477259,0.082058431,0.221267518,0.155297152,-0.038565752,-0.890837015,-0.263660609,0.155391648,-0.804399371
0.23081194,0.096083168,-0.115087709,0.076940048,-0.101399964,-0.198363302,0.317508901,1.037352498,0.043027602,-0.146665951,0.004991293,0.026267554,-1.556136259,1.25559,0.09004,0.22245,0.14893,-0.04363,-0.89236,-0.25421,0.15018,-0.80779
0.220763346,0.089689214,-0.118440017,0.090036006,-0.094986968,-0.187506269,0.311188105,1.035719139,0.044508674,-0.139285087,-0.00045772,0.027214772,-1.557745919,1.249174662,0.089358159,0.227224988,0.143580641,-0.048004285,-0.893647219,-0.243648751,0.146038938,-0.81156978
0.210479501,0.083637695,-0.124606475,0.103990152,-0.089646628,-0.174656827,0.302470316,1.033622242,0.045910221,-0.131894723,-0.004396442,0.028739898,-1.560900221,1.229383095,0.082897665,0.231132966,0.138999673,-0.051387955,-0.894708552,-0.23232186,0.143150611,-0.815417613
0.199946853,0.078239679,-0.131466569,0.118485383,-0.085666798,-0.162111892,0.292611558,1.032018618,0.047502219,-0.124436169,-0.006754022,0.030282868,-1.565109668,1.20266818,0.074954609,0.229143301,0.134731766,-0.053619844,-0.895594749,-0.220756788,0.141533413,-0.818972518
0.189159387,0.073756655,-0.137013571,0.133194465,-0.083260581,-0.152059761,0.282843291,1.031795211,0.049553042,-0.116838494,-0.007531008,0.031305748,-1.569858227,1.175220623,0.069554179,0.216818459,0.130330767,-0.054596507,-0.896356191,-0.20946453,0.141146892,-0.821897457
0.178198699,0.06987377,-0.140563466,0.147672331,-0.081772097,-0.145426031,0.274111406,1.033026803,0.05231247,-0.108888462,-0.007557997,0.031527853,-1.574321407,1.150183315,0.067572315,0.196615671,0.125457212,-0.054885515,-0.897038995,-0.198764715,0.141266467,-0.824133703
0.167202909,0.06590434,-0.142285603,0.161397895,-0.079984834,-0.142321657,0.26717756,1.035264195,0.056018288,-0.100281029,-0.008201099,0.03083446,-1.577475709,1.128732821,0.067853184,0.175440399,0.119840464,-0.055487352,-0.897686523,-0.188853505,0.140726186,-0.825802082
0.156311951,0.061164558,-0.142371774,0.173857094,-0.07668772,-0.14283735,0.262786969,1.038048353,0.06090234,-0.090706212,-0.010819556,0.029119273,-1.578305225,1.111998385,0.069200921,0.16021639,0.113217523,-0.057398891,-0.898341399,-0.179918418,0.138365559,-0.827026683
0.145718225,0.055515352,-0.141506961,0.185033321,-0.071556573,-0.14666392,0.260882845,1.040853982,0.066852224,-0.079649499,-0.015825133,0.026615315,-1.576448571,1.100236567,0.070049455,0.154515997,0.105714682,-0.060967387,-0.89900484,-0.171751764,0.133793279,-0.82794759
0.135695447,0.049661978,-0.141140586,0.195681023,-0.065641899,-0.152872333,0.26016529,1.043053086,0.07322195,-0.06627936,-0.022160999,0.024081563,-1.572558874,1.09235126,0.068258897,0.156716918,0.098061639,-0.065533181,-0.899613871,-0.163533278,0.127810266,-0.828729689
0.126524328,0.044382327,-0.14278783,0.206620978,-0.060112456,-0.160480232,0.259227471,1.044008835,0.079319629,-0.049736997,-0.028643995,0.022322238,-1.567376529,1.08713,0.06164,0.16475,0.09104,-0.07035,-0.9001,-0.15439,0.12132,-0.82954
0.118353105,0.040337507,-0.147520902,0.218486315,-0.055970742,-0.16861768,0.256888825,1.043202077,0.084542363,-0.029721767,-0.034224139,0.021936928,-1.561653351,1.083360357,0.04892889,0.175976897,0.085245067,-0.074737256,-0.900419211,-0.143671047,0.115175133,-0.830522072
0.110800118,0.037721515,-0.15464013,0.231159584,-0.053554229,-0.176864405,0.252873877,1.040584379,0.088643205,-0.008165666,-0.038384175,0.022706708,-1.556186839,1.079830044,0.032563202,0.185482494,0.080526931,-0.078277097,-0.900625405,-0.131613835,0.110025004,-0.831725578
0.10335123,0.036611566,-0.163002866,0.244335691,-0.053034129,-0.184912551,0.247133418,1.036224988,0.091464201,0.01244115,-0.040740027,0.02420802,-1.551785911,1.075326809,0.015905949,0.187782486,0.076549384,-0.080617356,-0.900796963,-0.118677856,0.106468125,-0.833176724
0.095538946,0.037050108,-0.171464035,0.257710918,-0.054518798,-0.192442731,0.239682424,1.030188361,0.092876254,0.029707006,-0.040977348,0.02603013,-1.549169152,1.068718874,0.002163639,0.177955297,0.072985192,-0.081454794,-0.901007496,-0.105307537,0.10502685,-0.834902677
0.087437952,0.038675388,-0.17885031,0.270997544,-0.057385872,-0.199001472,0.231281971,1.022483296,0.093085764,0.042385041,-0.039592383,0.027911373,-1.548005026,1.059810003,-0.007276555,0.157621088,0.069611481,-0.081054958,-0.901275151,-0.091772165,0.10533821,-0.836941783
0.07947273,0.040864879,-0.183970141,0.283918167,-0.060541554,-0.2040488,0.223174493,1.013082683,0.092515575,0.049966986,-0.037604339,0.029686255,-1.547284497,1.049007529,-0.01220123,0.132620495,0.066272703,-0.080050352,-0.901582298,-0.078228034,0.106468059,-0.839339606
0.072066618,0.042995356,-0.185649333,0.29619547,-0.062892263,-0.207047939,0.216596186,1.001955742,0.091590396,0.051969846,-0.036033384,0.031191349,-1.545995297,1.036755169,-0.012432385,0.108830564,0.062814436,-0.079075731,-0.901910716,-0.064828124,0.107479652,-0.842141165
0.065224579,0.044662486,-0.183773385,0.307546734,-0.063828679,-0.207740655,0.211927722,0.988887578,0.090630161,0.048688495,-0.035434192,0.032290842,-1.543608688,1.025075866,-0.008742548,0.090092307,0.059082351,-0.078533849,-0.902242713,-0.051639484,0.107851504,-0.845351778
0.058303093,0.045801213,-0.179870317,0.317680867,-0.063492087,-0.206300455,0.208223701,0.973377914,0.089792409,0.041623507,-0.035639932,0.03289173,-1.540345407,1.018440372,-0.003377559,0.077090888,0.054922263,-0.078467865,-0.90256141,-0.038595975,0.107705776,-0.848915227
0.050602855,0.046375667,-0.175609444,0.326306059,-0.062088343,-0.202937984,0.204424656,0.954901922,0.089220708,0.032379174,-0.036421705,0.032904692,-1.536490659,1.02153,0.00129,0.07024,0.05018,-0.07889,-0.90285,-0.02562,0.10722,-0.85277
0.041488474,0.046399936,-0.172481079,0.333244408,-0.059893689,-0.198098175,0.199572737,0.933258229,0.089046448,0.022418884,-0.037508672,0.03225626,-1.532378571,1.037488914,0.003332814,0.068953368,0.044716825,-0.079752826,-0.90308928,-0.012686662,0.106615602,-0.8568256
0.030580217,0.046087936,-0.171259529,0.338773654,-0.057465923,-0.193163114,0.193116574,0.909539271,0.08935231,0.012642432,-0.038462225,0.03093637,-1.528538948,1.063312674,0.002604615,0.06864485,0.038455735,-0.0807703,-0.903250464,1.81E-05,0.106289588,-0.8608756
0.017562264,0.045703541,-0.172540101,0.343285446,-0.055433234,-0.189749176,0.184606412,0.885160936,0.090208797,0.003808712,-0.038801817,0.028950815,-1.525550517,1.094459685,-0.000595602,0.063728337,0.031335162,-0.081596728,-0.903302371,0.01225582,0.106682862,-0.864684585
0.002212271,0.045488899,-0.176813993,0.347181561,-0.054381256,-0.189377818,0.173686838,0.861479483,0.091713213,-0.003372875,-0.038095892,0.026337492,-1.523923913,1.12636456,-0.005948623,0.049021376,0.023331792,-0.081912129,-0.903213388,0.023819572,0.108191253,-0.868028389
-0.014605451,0.045433584,-0.183362161,0.350981501,-0.05440098,-0.192467077,0.161099099,0.839157965,0.09427444,-0.008768252,-0.03648243,0.023507564,-1.523378257,1.154185294,-0.012900195,0.024034028,0.014867034,-0.081695434,-0.902946894,0.034872288,0.110686634,-0.870813556
-0.031325524,0.045364225,-0.190684757,0.355280719,-0.055264264,-0.198723109,0.148291971,0.818412211,0.098502375,-0.012614524,-0.034466853,0.021113008,-1.523122007,1.172901416,-0.020744427,-0.00869622,0.006649211,-0.081118427,-0.902463037,0.045815356,0.113702838,-0.873030963
-0.046381631,0.045103468,-0.197281214,0.360669707,-0.056733497,-0.207827065,0.136716379,0.799440384,0.104999098,-0.015156915,-0.032559984,0.019804279,-1.522362234,1.177550932,-0.028771869,-0.046570468,-0.000613819,-0.080357447,-0.901723032,0.057053054,0.116768637,-0.874673752
-0.058852313,0.044398045,-0.202388545,0.367365308,-0.058321767,-0.218671679,0.12724484,0.781828096,0.113696484,-0.01675653,-0.031229094,0.019899742,-1.520733209,1.166858792,-0.0362113,-0.086332373,-0.006529164,-0.0796694,-0.900755549,0.068924351,0.119447006,-0.875786749
-0.068815636,0.042877018,-0.206387017,0.375005205,-0.059155756,-0.228927636,0.119853333,0.76421151,0.123487594,-0.017954095,-0.030873963,0.02120302,-1.518531366,1.145264712,-0.042195746,-0.123706561,-0.011192125,-0.079436074,-0.899693802,0.081666988,0.121353942,-0.87649489
-0.076435647,0.040159328,-0.20975524,0.383177263,-0.058328904,-0.236160501,0.114440715,0.745145111,0.133176127,-0.019305785,-0.031888562,0.023473457,-1.5161101,1.1177,-0.04585,-0.15433,-0.01474,-0.08005,-0.89868,0.09551,0.12211,-0.87693
-0.08201545,0.035976608,-0.212928334,0.391480789,-0.055169482,-0.238564042,0.110811602,0.723561585,0.141631559,-0.021089858,-0.034531589,0.026420381,-1.513813022,1.088915551,-0.046300623,-0.174946022,-0.017378783,-0.081814193,-0.897836835,0.110541717,0.121453823,-0.877182027
-0.086414362,0.030511257,-0.216167443,0.399560852,-0.04994509,-0.236844843,0.108393632,0.69990641,0.14798647,-0.022472896,-0.038520654,0.02955306,-1.511944616,1.062940609,-0.042681258,-0.186723417,-0.019589254,-0.084673611,-0.897208936,0.126287662,0.1195964,-0.877173403
-0.090630756,0.024058364,-0.219690224,0.407073967,-0.043158157,-0.232337692,0.106520201,0.67500326,0.151439212,-0.022343561,-0.043438094,0.032330743,-1.510799583,1.043624007,-0.034127319,-0.191937339,-0.021920891,-0.088483697,-0.896821416,0.142132653,0.116866804,-0.876784684
-0.095616187,0.016935814,-0.223671694,0.413683854,-0.035344285,-0.226360053,0.104538556,0.649636766,0.151348545,-0.019648532,-0.04885786,0.034251129,-1.510630859,1.034553684,-0.02002364,-0.192884395,-0.024889117,-0.093074683,-0.896686723,0.157483537,0.113613756,-0.875907086
