time,pro_sup,deviation,flexion,cmc_abduction,cmc_flexion,mp_flexion,ip_flexion,mcp2_flexion,mcp2_abduction,pm2_flexion,md2_flexion,mcp3_flexion,mcp3_abduction,pm3_flexion,md3_flexion,mcp4_flexion,mcp4_abduction,pm4_flexion,md4_flexion,mcp5_flexion,mcp5_abduction,pm5_flexion,md5_flexion
0.036,2.1603449652774527e-06,-4.108338856561776e-06,-1.3077733697754786e-06,-1.1247286121578979e-07,-4.808014333929998e-07,-8.812246494886093e-08,1.6124354434602354e-08,0.00015146177392166369,0.00022841701899073153,-2.1034152502792487e-06,-1.7331740068549416e-06,0.00019168763628855373,0.00042723358427942406,-2.4357218275867244e-06,-1.2797854066795125e-06,0.00035503458994137787,0.0007207968644981083,-7.382425076805913e-06,-5.7195023058849845e-06,0.00013541657658327916,-0.00026554980901468447,-3.5175197928847684e-05,-1.8152020137951992e-06
0.038,2.154267916286994e-06,-3.865653093652221e-06,-1.234160659511303e-06,-1.9610859277535707e-07,-4.935930408509736e-07,-1.482958641291259e-07,-1.5539250611843124e-08,0.00016197457984010486,0.0002443888825705635,-2.021741394959801e-06,-1.6781480355487975e-06,0.0002051195070020822,0.0004572413557888959,-2.347852587213339e-06,-1.2487614534196026e-06,0.0003798188749574595,0.0007712916800916015,-7.116278692131002e-06,-5.541138410590488e-06,0.00014449365008086467,-0.0002841130631778644,-3.604095183861184e-05,-1.810028330179652e-06
0.04,2.1418534973063383e-06,-3.631857758382183e-06,-1.1626557596745997e-06,-2.66370922007147e-07,-4.974628622859549e-07,-1.987053316632961e-07,-4.3004767192638297e-08,0.00017252052387203756,0.0002604165987650251,-1.9401834746031193e-06,-1.6218478168893004e-06,0.00021859977974951746,0.00048734266147962773,-2.2587661744055227e-06,-1.2155798376515442e-06,0.00040468830369947307,0.0008219146983928533,-6.846964242516429e-06,-5.358380804817157e-06,0.00015361293725437222,-0.00030270648409706,-3.684631876535088e-05,-1.7933115199257274e-06
0.042,2.1241587490937103e-06,-3.408042960479033e-06,-1.0936823791303147e-06,-3.244431501869093e-07,-4.940617072638608e-07,-2.4013371984215855e-07,-6.646323428069489e-08,0.00018309226674586963,0.0002764880280229404,-1.859414325244766e-06,-1.5648983522805549e-06,0.00023211811635582435,0.0005175159168619369,-2.169402393971567e-06,-1.1807728740479726e-06,0.00042962332243441783,0.0008726312554788533,-6.577267668096973e-06,-5.173282119113531e-06,0.00016276724659903467,-0.00032132013397408215,-3.759598071979412e-05,-1.766927068278386e-06
0.044,2.102113902163959e-06,-3.1948889242501764e-06,-1.027532659032476e-06,-3.715225276936034e-07,-4.848501512103099e-07,-2.734187791727251e-07,-8.617009519302717e-08,0.00019368379717793014,0.0002925931744699363,-1.7799565363052071e-06,-1.5078106560204324e-06,0.00024566596095582625,0.0005477434875172646,-2.0805209203599165e-06,-1.1447976750956658e-06,0.0004546076919213004,0.0009234132119433173,-6.309428472663307e-06,-4.987525501926207e-06,0.0001719503824317744,-0.00033994622089342545,-3.829419547124483e-05,-1.732542710551788e-06
0.046,2.0765350110227636e-06,-2.992756197383975e-06,-9.643938867604288e-07,-4.087834189418159e-07,-4.7110227623882774e-07,-2.994120610643259e-07,-1.0241976059766243e-07,0.0002042901948436443,0.0003087238187592417,-1.7022104279795642e-06,-1.4510002120130635e-06,0.00025923623656255837,0.0005780109760764849,-1.9927303395787726e-06,-1.1080454082338243e-06,0.00047962793347713033,0.0009742377339905226,-6.045229600002855e-06,-4.802483916822705e-06,0.00018115701413555865,-0.0003585786374679851,-3.8944838262716536e-05,-1.6916334256017039e-06
0.048,2.048135604503372e-06,-2.8017585874716023e-06,-9.043704134713461e-07,-4.3735206585291195e-07,-4.539153069767412e-07,-3.189495844672385e-07,-1.1552626172085374e-07,0.00021490743547827087,0.0003248732127120411,-1.626476958552476e-06,-1.3948024663268986e-06,0.00027282309317206555,0.0006083066372755322,-1.906512709198974e-06,-1.0708494812944486e-06,0.0005046728672421253,0.0010250863020366198,-5.786073216730659e-06,-4.619269942162016e-06,0.00019038256106643198,-0.00037721259763674785,-3.955143961058364e-05,-1.6454969335735603e-06
0.05,2.017537382985916e-06,-2.6218219439860214e-06,-8.475015903247151e-07,-4.5829008498410013e-07,-4.342227859648181e-07,-3.328316532135107e-07,-1.258088559811225e-07,0.0002255322306245238,0.0003410358254659514,-1.5529764850658682e-06,-1.3394858403594938e-06,0.00028642169863400555,0.0006386208980999046,-1.8222443235092079e-06,-1.0334927752249193e-06,0.0005297332273110834,0.001075943904303911,-5.5330445803081215e-06,-4.4387776356338915e-06,0.00019962309157912797,-0.00039584435097585885,-4.011721945549517e-05,-1.5952691695148381e-06
0.052,1.9852800031174948e-06,-2.452731357824093e-06,-7.937764044067034e-07,-4.725845022930373e-07,-4.1280960861537373e-07,-3.418096981223942e-07,-1.335815986303062e-07,0.0002361618958745037,0.0003572071325475253,-1.481864130903849e-06,-1.2852626683056208e-06,0.0003000280650167189,0.0006689459641625355,-1.7402132647860567e-06,-9.962140303573045e-07,0.000554801340949457,0.0011267983808558829,-5.286965835661527e-06,-4.2617177607967745e-06,0.00020887523469927314,-0.0004144709581780225,-4.064511794116313e-05,-1.5419393597264474e-06
0.054,1.951829997152285e-06,-2.2941688985226723e-06,-7.431453827428873e-07,-4.811426370137041e-07,-3.903277405437501e-07,-3.465784355956351e-07,-1.3914604598517505e-07,0.0002467942425465993,0.0003733834407033375,-1.4132423755103102e-06,-1.2322983954014344e-06,0.00031363890443674835,0.0006992754968469803,-1.660634232180593e-06,-9.59213481098271e-07,0.0005798708612389734,0.001177639889987953,-5.048441300022051e-06,-4.088647453816955e-06,0.0002181361030623759,-0.00043309011476373347,-4.1137823097891686e-05,-1.4863644465379882e-06
0.056,1.91758887798773e-06,-2.145743635101923e-06,-6.955302382844048e-07,-4.847905348193104e-07,-3.673118128431193e-07,-3.477719846824553e-07,-1.4278639741773804e-07,0.0002574274886366902,0.0003895617425097942,-1.3471713687305728e-06,-1.180719317623158e-06,0.0003272515093509848,0.0007296043485250584,-1.5836610642240097e-06,-9.226578237001297e-07,0.0006049365442695941,0.001228460474142106,-4.8178955554149235e-06,-3.919995227747349e-06,0.00022740322584312962,-0.00045170001279221924,-4.159779570111779e-05,-1.4292826973411053e-06
0.058,1.882900482992131e-06,-2.00701537697143e-06,-6.508316525688123e-07,-4.842739503863706e-07,-3.441940654525634e-07,-3.459628736700956e-07,-1.447665093251333e-07,0.00026806018562180463,0.0004057395957724638,-1.2836773803895799e-06,-1.1306190971738024e-06,0.00034086365316148335,0.0007599283454352387,-1.509397307193511e-06,-8.866845926143697e-07,0.000629994063471688,0.0012792537067819894,-4.5956054649257e-06,-3.756082062090261e-06,0.00023667449050677187,-0.00047029923248481295,-4.202729156395079e-05,-1.371326401431156e-06
0.06,1.8480576102705825e-06,-1.8775133154613949e-06,-6.089355234842801e-07,-4.802611122084913e-07,-3.213183092511043e-07,-3.4166310291170093e-07,-1.4532832320382664e-07,0.00027869115830189754,0.0004219150235534367,-1.2227597208021012e-06,-1.0820642495640682e-06,0.00035447350768908457,0.0007902441096757327,-1.4379051276930996e-06,-8.514060127164886e-07,0.0006550398549133982,0.0013300144051331861,-4.3817270568243695e-06,-3.5971392015239916e-06,0.00024594809232252225,-0.000488886657373237,-4.242838150835688e-05,-1.313033608426913e-06
0.062,1.8133080004671229e-06,-1.7567505351567999e-06,-5.697179511489526e-07,-4.733466837785823e-07,-2.9895272215486694e-07,-3.353266207870459e-07,-1.4469134204633385e-07,0.00028931945536492633,0.00043808643135653753,-1.1643964068053531e-06,-1.035098766042417e-06,0.0003680795746573221,0.000820548913298204,-1.3692128222413748e-06,-8.169123873313465e-07,0.0006800709884145089,0.0013807383965120758,-4.1763180750318025e-06,-3.443323184989702e-06,0.00025522249068445606,-0.0005074614079317799,-4.2802969243492846e-05,-1.2548588986816187e-06
0.064,1.7788597158406346e-06,-1.6442351896966718e-06,-5.330491886173486e-07,-4.6405647674438046e-07,-2.773013971872653e-07,-3.2735272185810065e-07,-1.4305286590883474e-07,0.0002999443087712012,0.0004542525385775967,-1.1085487980434467e-06,-9.897480084437965e-07,0.00038168062881352313,0.0008508405587448478,-1.303321138113514e-06,-7.832750753971628e-07,0.0007050850601837835,0.0014314223282578971,-3.979356871212338e-06,-3.2947285411108928e-06,0.0002644963713853276,-0.0005260227897181665,-4.31528073626732e-05,-1.1971832022598822e-06
0.066,1.744885966407873e-06,-1.5394789927292463e-06,-4.98796745471749e-07,-4.528525821367449e-07,-2.5651463180725345e-07,-3.1808999708047046e-07,-1.4058876045068465e-07,0.00031056510039083514,0.00047041232180905664,-1.0551653875323106e-06,-9.460219912917955e-07,0.00039527567071665566,0.0008811172809028921,-1.2402085870630526e-06,-7.505491052079715e-07,0.000730080103400076,0.0014820635131451518,-3.7907582095378804e-06,-3.151398515101295e-06,0.0002737686140825598,-0.0005445702528910288,-4.3479511653237304e-05,-1.1403227011747486e-06
0.068,1.7115294305987173e-06,-1.4420035560304262e-06,-4.6682780010781593e-07,-4.4013867198451605e-07,-2.3669799577686506e-07,-3.078405611164103e-07,-1.37454583417192e-07,0.00032118133460597967,0.0004865649679905973,-1.0041848972971978e-06,-9.039181474484251e-07,0.000408863887555549,0.0009113776668969193,-1.1798359059300267e-06,-7.187754669004278e-07,0.0007550545137522732,0.001532659803667868,-3.610386466979149e-06,-3.013334133399496e-06,0.00028303826428223856,-0.0005631033606385077,-4.378457389665981e-05,-1.0845368615785861e-06
0.07,1.6789032423261713e-06,-1.3507924693421892e-06,-4.3701411540357374e-07,-4.2652126320250494e-07,-2.1809793840043113e-07,-2.970134407258529e-07,-1.3382004541217126e-07,0.00033179260525812544,0.0005027094766528293,-9.555296254406903e-07,-8.634248499167865e-07,0.0004224445511867272,0.0009416202388230925,-1.1221489835658235e-06,-6.879828706598864e-07,0.0007800068407414268,0.0015832091656590834,-3.4380808809502683e-06,-2.88051331496422e-06,0.0002923043270402193,-0.0005816220494990106,-4.406939321331307e-05,-1.0300500605346442e-06
0.072,1.6470962653455062e-06,-1.2645885427892387e-06,-4.0903261705693064e-07,-4.1263568208052697e-07,-2.010573331038749e-07,-2.8601668685814e-07,-1.298626818902158e-07,0.000342398465252227,0.000518844891161181,-9.091292410331736e-07,-8.245290158720144e-07,0.00043601692222082895,0.0009718436797552664,-1.0670976609698746e-06,-6.581965733042309e-07,0.0008049357312201604,0.001633709886959386,-3.2736680706673655e-06,-2.752894354016259e-06,0.0003015657800896434,-0.0006001263321542406,-4.4335283221314194e-05,-9.770513539876031e-07
0.074,1.6161797253899472e-06,-1.1824599045952335e-06,-3.824762019234632e-07,-3.9886976477478545e-07,-1.8576969525523417e-07,-2.751246564668357e-07,-1.2573159097206719e-07,0.00035299851449068924,0.0005349706572342901,-8.649206346255212e-07,-7.872112498470157e-07,0.00044958039169851747,0.001002047149288848,-1.0146273314679687e-06,-6.294350873358797e-07,0.0008298401261679198,0.001684160815383944,-3.116943119895486e-06,-2.6304050357013484e-06,0.000310821824472816,-0.0006186160302069769,-4.4583450166697386e-05,-9.256819390234511e-07
0.076,1.586209306374117e-06,-1.1037065230961037e-06,-3.5704788075289156e-07,-3.854478849464885e-07,-1.7226424425524578e-07,-2.645328910964735e-07,-1.215427811089127e-07,0.0003635925053427086,0.0005510864816150415,-8.22830915193441e-07,-7.514409678219351e-07,0.00046313456091856623,0.0010322301080328924,-9.646653984383136e-07,-6.017044231622578e-07,0.0008547192899866945,0.0017345611407483712,-2.9676663426427905e-06,-2.5129454853417493e-06,0.00032007190962883694,-0.0006370909279369938,-4.481499583659527e-05,-8.760410490902846e-07
0.078,1.5572266255431472e-06,-1.0277930250925152e-06,-3.325283647152287e-07,-3.724954301620361e-07,-1.6047516747098352e-07,-2.5437175111969965e-07,-1.173830013393859e-07,0.0003741802915652636,0.0005671922370113876,-7.827814752561572e-07,-7.171800992616865e-07,0.0004766791745950185,0.0010623922201502488,-9.171279690906776e-07,-5.750012151486094e-07,0.0008795727164329981,0.0017849102983572569,-2.82557641043971e-06,-2.400396097416732e-06,0.00032931565207438966,-0.0006555508023558753,-4.5030933572621404e-05,-8.281946251663633e-07
0.08,1.5292607749344776e-06,-9.543023056132731e-07,-3.0875360566162364e-07,-3.600779323398616e-07,-1.5028522519254377e-07,-2.4472092978938104e-07,-1.1331461314795865e-07,0.0003847617937889866,0.0005832878992577279,-7.446908100007655e-07,-6.843856829487189e-07,0.0004902140750467451,0.0010925332869268414,-8.719245132147163e-07,-5.493150432612809e-07,0.0009044000626541248,0.0018352079006027648,-2.6903996930362794e-06,-2.292623426762774e-06,0.0003385527806652446,-0.0006739954402057999,-4.523220038101833e-05,-7.821820043277419e-07
0.082,1.5023298479800526e-06,-8.829033161805641e-07,-2.855991545640238e-07,-3.482247973763866e-07,-1.4155289629256933e-07,-2.3562244525213226e-07,-1.0938047868390988e-07,0.0003953369762419606,0.0005993735060616065,-7.084764672101558e-07,-6.530116964644688e-07,0.0005037391707752439,0.0011226532014905757,-8.289611039943629e-07,-5.246301771274089e-07,0.0009292011027018078,0.001885453688221391,-2.5618569174097842e-06,-2.1894846057468195e-06,0.0003477830997982584,-0.0006924246467638919,-4.5419666286209446e-05,-7.380211577982568e-07
0.084,1.4764423987908556e-06,-8.133285499298354e-07,-2.6296920964380425e-07,-3.369436895331443e-07,-1.341289767336441e-07,-2.270913195539549e-07,-1.0560836094029907e-07,0.00040590583110055716,0.0006154491301763694,-6.740563889437211e-07,-6.230103522690476e-07,0.0005172544149038469,0.0011527519179607313,-7.881426676053269e-07,-5.009269012032605e-07,0.0009539756946027632,0.0019356474953642288,-2.439667915973802e-06,-2.090830684265484e-06,0.000357006464718765,-0.0007108382496159777,-4.559414171746165e-05,-6.957128519787896e-07
0.086,1.451598802683265e-06,-7.453581804267961e-07,-2.407889035330181e-07,-3.262292531420578e-07,-1.2786643864463084e-07,-2.1912391381129395e-07,-1.0201464053697247e-07,0.00041646836801559366,0.0006315148621830359,-6.41349826349141e-07,-5.943330205439808e-07,0.00053075979038663,0.0011828294304522624,-7.49374537634246e-07,-4.781825328502505e-07,0.0009787237569078156,0.00198578922442371,-2.3235550046726216e-06,-1.996509174069145e-06,0.00036622276498995087,-0.0007292360994402284,-4.575638347485465e-05,-6.55243997006156e-07
0.088,1.4277925014142257e-06,-6.788087835730925e-07,-2.1899883697404763e-07,-3.1606840766890275e-07,-1.2262600602217431e-07,-2.1170420465128903e-07,-9.86073245992206e-08,0.00042702460714711185,0.0006475707996441128,-6.102779541143595e-07,-5.669308892854443e-07,0.0005442552998707782,0.0012128857588151964,-7.125635203775246e-07,-4.5637221268117583e-07,0.0010034452518995216,0.002035878827788823,-2.2132453723294866e-06,-1.9063659987699188e-06,0.0003754319134583041,-0.0007476180691009842,-4.590709965422131e-05,-6.165903722220829e-07
0.09,1.4050111268407135e-06,-6.135252306397929e-07,-1.9755117750207473e-07,-3.0644357144497216e-07,-1.1827903223049226e-07,-2.0480838101985387e-07,-9.538840830785552e-08,0.000437574574573798,0.0006636170404569406,-5.807642730985958e-07,-5.407554381491034e-07,0.0005577409587610013,0.0012429209389794185,-6.776186149280681e-07,-4.3546952398374135e-07,0.0010281401735005892,0.0020859162945487232,-2.1084727518785207e-06,-1.820246994895484e-06,0.00038463383891305095,-0.0007659840518682521,-4.604695379655384e-05,-5.79718865799821e-07
0.092,1.3832375035196244e-06,-5.493747872562238e-07,-1.7640685337044745e-07,-2.973346339324858e-07,-1.1470870183488092e-07,-1.984081314919973e-07,-9.235568427064577e-08,0.0004481182993053136,0.0006796536789520525,-5.527348633128076e-07,-5.157587792375778e-07,0.0005712167904887666,0.0012729350164492814,-6.444514889043432e-07,-4.1544698225639517e-07,0.0010528085385183834,0.0021359016407513903,-2.008978566786376e-06,-1.7379990699793637e-06,0.0003938284812220293,-0.0007843339592629502,-4.617656844887898e-05,-5.445893293909932e-07
0.094,1.3624505350755175e-06,-4.862427568029524e-07,-1.5553351779005496e-07,-2.8872017143434186e-07,-1.1181021498123007e-07,-1.9247294201734065e-07,-8.950410154067112e-08,0.00045865581137245005,0.0006956808037656617,-5.261185310513377e-07,-4.918939019941752e-07,0.0005846828233001046,0.0013029280419521493,-6.129767807608695e-07,-3.9627642479580974e-07,0.0010774503802700986,0.002185834902231843,-1.9145126917015995e-06,-1.6594710957986056e-06,0.0004030157881222118,-0.0008026677188246726,-4.62965282694731e-05,-5.111561230676233e-07
0.096,1.3426259817162252e-06,-4.24029213318738e-07,-1.349040578937035e-07,-2.8057820438513485e-07,-1.0949037625183384e-07,-1.8697166313545564e-07,-8.682676876930188e-08,0.000469187140638118,0.0007116984968408472,-5.008468811411583e-07,-4.69114848316621e-07,0.0005981390880890943,0.001332900068558778,-5.831122787704771e-07,-3.779293224177958e-07,0.0011020657439166019,0.0022357161293088896,-1.8248339280819082e-06,-1.5845145949774799e-06,0.0004121957131110791,-0.0008209852719692852,-4.64073827728197e-05,-4.793694076752847e-07
0.098,1.3237371376149521e-06,-3.6264650999448886e-07,-1.1449549121640207e-07,-2.728866754845606e-07,-1.0766685654268554e-07,-1.8187354798591885e-07,-8.431568275567299e-08,0.0004797123160868642,0.0007277068331307671,-4.768543362774944e-07,-4.473768363620623e-07,0.0006115856169508227,0.0013628511498079798,-5.547790121917866e-07,-3.6037702978800145e-07,0.0011266546830300188,0.002285545382848864,-1.7397102683721389e-06,-1.5129842648580173e-06,0.00042136821406648555,-0.0008392865720225824,-4.6509648783664655e-05,-4.4917622868569597e-07
0.1,1.3057554173975437e-06,-3.0201734564303624e-07,-9.428813969022608e-08,-2.656237563348635e-07,-1.0626729696944329e-07,-1.771489132542251e-07,-8.19622490276672e-08,0.0004902313654288201,0.0007437058807238863,-4.540781190896443e-07,-4.266363462116636e-07,0.0006250224422285774,0.0013927813385147996,-5.279012799120228e-07,-3.435909868079639e-07,0.0011512172570576275,0.002335322731335233,-1.6589190028948014e-06,-1.4447383721384003e-06,0.0004305332523453783,-0.0008575715824665497,-4.6603812651321616e-05,-4.2052142617213943e-07
