time,angle1,velocity1,acceleration1,angle2,velocity2,acceleration2
0.160,0.000000,0.000000,0.000000,0.049861,0.850784,8.609126
0.162,0.000000,0.000000,0.000000,0.051580,0.868038,8.644833
0.164,0.000000,0.000000,0.000000,0.053333,0.885363,8.679012
0.166,0.000000,0.000000,0.000000,0.055122,0.902754,8.711672
0.168,0.000000,0.000000,0.000000,0.056944,0.920208,8.742821
0.170,0.000000,0.000000,0.000000,0.058802,0.937724,8.772469
0.172,0.000000,0.000000,0.000000,0.060695,0.955297,8.800625
0.174,0.000000,0.000000,0.000000,0.062624,0.972925,8.827298
0.176,0.000000,0.000000,0.000000,0.064587,0.990605,8.852497
0.178,0.000000,0.000000,0.000000,0.066586,1.008334,8.876231
0.180,0.000000,0.000000,0.000000,0.068621,1.026109,8.898509
0.182,0.000000,0.000000,0.000000,0.070691,1.043927,8.919340
0.184,0.000000,0.000000,0.000000,0.072796,1.061786,8.938733
0.186,0.000000,0.000000,0.000000,0.074938,1.079681,8.956697
0.188,0.000000,0.000000,0.000000,0.077115,1.097612,8.973242
0.190,0.000000,0.000000,0.000000,0.079328,1.115573,8.988376
0.192,0.000000,0.000000,0.000000,0.081577,1.133564,9.002108
0.194,0.000000,0.000000,0.000000,0.083862,1.151581,9.014447
0.196,0.000000,0.000000,0.000000,0.086184,1.169621,9.025403
0.198,0.000000,0.000000,0.000000,0.088541,1.187682,9.034984
0.200,0.000000,0.000000,0.000000,0.090934,1.205760,9.043200
0.202,0.000000,0.000000,0.000000,0.093364,1.223853,9.050059
0.204,0.000000,0.000000,0.000000,0.095830,1.241959,9.055571
0.206,0.000000,0.000000,0.000000,0.098332,1.260075,9.059745
0.208,0.000000,0.000000,0.000000,0.100870,1.278197,9.062589
0.210,0.000000,0.000000,0.000000,0.103445,1.296324,9.064112
0.212,0.000000,0.000000,0.000000,0.106055,1.314453,9.064325
0.214,0.000000,0.000000,0.000000,0.108702,1.332581,9.063235
0.216,0.000000,0.000000,0.000000,0.111386,1.350705,9.060852
0.218,0.000000,0.000000,0.000000,0.114105,1.368823,9.057185
0.220,0.000000,0.000000,0.000000,0.116861,1.386933,9.052243
0.222,0.000000,0.000000,0.000000,0.119653,1.405031,9.046035
0.224,0.000000,0.000000,0.000000,0.122481,1.423116,9.038570
0.226,0.000000,0.000000,0.000000,0.125345,1.441185,9.029857
0.228,0.000000,0.000000,0.000000,0.128246,1.459235,9.019905
0.230,0.000000,0.000000,0.000000,0.131182,1.477264,9.008723
0.232,0.000000,0.000000,0.000000,0.134155,1.495269,8.996320
0.234,0.000000,0.000000,0.000000,0.137163,1.513248,8.982706
0.236,0.000000,0.000000,0.000000,0.140208,1.531199,8.967888
0.238,0.000000,0.000000,0.000000,0.143288,1.549119,8.951877
0.240,0.000000,0.000000,0.000000,0.146404,1.567006,8.934682
0.242,0.000000,0.000000,0.000000,0.149556,1.584857,8.916310
0.244,0.000000,0.000000,0.000000,0.152744,1.602670,8.896773
0.246,0.000000,0.000000,0.000000,0.155967,1.620443,8.876077
0.248,0.000000,0.000000,0.000000,0.159225,1.638174,8.854233
0.250,0.000000,0.000000,0.000000,0.162520,1.655859,8.831250
0.252,0.000000,0.000000,0.000000,0.165849,1.673498,8.807136
0.254,0.000000,0.000000,0.000000,0.169213,1.691087,8.781901
0.256,0.000000,0.000000,0.000000,0.172613,1.708625,8.755554
0.258,0.000000,0.000000,0.000000,0.176048,1.726109,8.728103
0.260,0.000000,0.000000,0.000000,0.179518,1.743536,8.699558
0.262,0.000000,0.000000,0.000000,0.183022,1.760906,8.669928
0.264,0.000000,0.000000,0.000000,0.186561,1.778215,8.639222
0.266,0.000000,0.000000,0.000000,0.190135,1.795462,8.607449
0.268,0.000000,0.000000,0.000000,0.193743,1.812645,8.574618
0.270,0.000000,0.000000,0.000000,0.197385,1.829760,8.540737
0.272,0.000000,0.000000,0.000000,0.201062,1.846807,8.505817
0.274,0.000000,0.000000,0.000000,0.204773,1.863783,8.469866
0.276,0.000000,0.000000,0.000000,0.208517,1.880686,8.432893
0.278,0.000000,0.000000,0.000000,0.212295,1.897514,8.394907
0.280,0.000000,0.000000,0.000000,0.216107,1.914265,8.355917
0.282,0.000000,0.000000,0.000000,0.219952,1.930937,8.315932
0.284,0.000000,0.000000,0.000000,0.223831,1.947528,8.274962
0.286,0.000000,0.000000,0.000000,0.227742,1.964036,8.233015
0.288,0.000000,0.000000,0.000000,0.231687,1.980459,8.190101
0.290,0.000000,0.000000,0.000000,0.235664,1.996796,8.146228
0.292,0.000000,0.000000,0.000000,0.239674,2.013043,8.101405
0.294,0.000000,0.000000,0.000000,0.243716,2.029201,8.055642
0.296,0.000000,0.000000,0.000000,0.247791,2.045265,8.008947
0.298,0.000000,0.000000,0.000000,0.251897,2.061236,7.961330
0.300,0.000000,0.000000,0.000000,0.256036,2.077110,7.912800
0.302,0.000000,0.000000,0.000000,0.260206,2.092886,7.863365
0.304,0.000000,0.000000,0.000000,0.264407,2.108563,7.813035
0.306,0.000000,0.000000,0.000000,0.268640,2.124138,7.761819
0.308,0.000000,0.000000,0.000000,0.272904,2.139610,7.709726
0.310,0.000000,0.000000,0.000000,0.277198,2.154976,7.656764
0.312,0.000000,0.000000,0.000000,0.281523,2.170236,7.602944
0.314,0.000000,0.000000,0.000000,0.285879,2.185387,7.548273
0.316,0.000000,0.000000,0.000000,0.290265,2.200429,7.492761
0.318,0.000000,0.000000,0.000000,0.294681,2.215358,7.436418
0.320,0.000000,0.000000,0.000000,0.299126,2.230174,7.379251
0.322,0.000000,0.000000,0.000000,0.303601,2.244874,7.321271
0.324,0.000000,0.000000,0.000000,0.308106,2.259458,7.262485
0.326,0.000000,0.000000,0.000000,0.312639,2.273924,7.202904
0.328,0.000000,0.000000,0.000000,0.317201,2.288269,7.142536
0.330,0.000000,0.000000,0.000000,0.321792,2.302493,7.081391
0.332,0.000000,0.000000,0.000000,0.326411,2.316594,7.019477
0.334,0.000000,0.000000,0.000000,0.331058,2.330571,6.956803
0.336,0.000000,0.000000,0.000000,0.335733,2.344421,6.893378
0.338,0.000000,0.000000,0.000000,0.340436,2.358144,6.829212
0.340,0.000000,0.000000,0.000000,0.345166,2.371737,6.764314
0.342,0.000000,0.000000,0.000000,0.349923,2.385201,6.698692
0.344,0.000000,0.000000,0.000000,0.354707,2.398532,6.632355
0.346,0.000000,0.000000,0.000000,0.359517,2.411730,6.565313
0.348,0.000000,0.000000,0.000000,0.364353,2.424793,6.497575
0.350,0.000000,0.000000,0.000000,0.369216,2.437719,6.429150
0.352,0.000000,0.000000,0.000000,0.374104,2.450509,6.360046
0.354,0.000000,0.000000,0.000000,0.379018,2.463159,6.290274
0.356,0.000000,0.000000,0.000000,0.383957,2.475669,6.219841
0.358,0.000000,0.000000,0.000000,0.388920,2.488038,6.148757
0.360,0.000000,0.000000,0.000000,0.393909,2.500264,6.077030
0.362,0.000000,0.000000,0.000000,0.398921,2.512346,6.004671
0.364,0.000000,0.000000,0.000000,0.403958,2.524282,5.931688
0.366,0.000000,0.000000,0.000000,0.409018,2.536072,5.858090
0.368,0.000000,0.000000,0.000000,0.414102,2.547714,5.783886
0.370,0.000000,0.000000,0.000000,0.419209,2.559207,5.709085
0.372,0.000000,0.000000,0.000000,0.424339,2.570550,5.633697
0.374,0.000000,0.000000,0.000000,0.429491,2.581742,5.557729
0.376,0.000000,0.000000,0.000000,0.434666,2.592781,5.481192
0.378,0.000000,0.000000,0.000000,0.439862,2.603666,5.404094
0.380,0.000000,0.000000,0.000000,0.445080,2.614397,5.326445
0.382,0.000000,0.000000,0.000000,0.450320,2.624971,5.248253
0.384,0.000000,0.000000,0.000000,0.455580,2.635389,5.169527
0.386,0.000000,0.000000,0.000000,0.460861,2.645649,5.090277
0.388,0.000000,0.000000,0.000000,0.466163,2.655750,5.010512
0.390,0.000000,0.000000,0.000000,0.471484,2.665691,4.930240
0.392,0.000000,0.000000,0.000000,0.476825,2.675471,4.849470
0.394,0.000000,0.000000,0.000000,0.482186,2.685088,4.768213
0.396,0.000000,0.000000,0.000000,0.487566,2.694543,4.686476
0.398,0.000000,0.000000,0.000000,0.492964,2.703834,4.604268
0.400,0.000000,0.000000,0.000000,0.498381,2.712960,4.521600
0.402,0.000000,0.000000,0.000000,0.503816,2.721920,4.438479
0.404,0.000000,0.000000,0.000000,0.509268,2.730714,4.354916
0.406,0.000000,0.000000,0.000000,0.514738,2.739340,4.270918
0.408,0.000000,0.000000,0.000000,0.520226,2.747797,4.186495
0.410,0.000000,0.000000,0.000000,0.525730,2.756085,4.101656
0.412,0.000000,0.000000,0.000000,0.531250,2.764203,4.016411
0.414,0.000000,0.000000,0.000000,0.536786,2.772151,3.930767
0.416,0.000000,0.000000,0.000000,0.542338,2.779926,3.844735
0.418,0.000000,0.000000,0.000000,0.547906,2.787529,3.758322
0.420,0.000000,0.000000,0.000000,0.553488,2.794959,3.671539
0.422,0.000000,0.000000,0.000000,0.559086,2.802215,3.584394
0.424,0.000000,0.000000,0.000000,0.564697,2.809297,3.496897
0.426,0.000000,0.000000,0.000000,0.570323,2.816203,3.409056
0.428,0.000000,0.000000,0.000000,0.575962,2.822933,3.320880
0.430,0.000000,0.000000,0.000000,0.581614,2.829486,3.232379
0.432,0.000000,0.000000,0.000000,0.587280,2.835862,3.143561
0.434,0.000000,0.000000,0.000000,0.592958,2.842060,3.054436
0.436,0.000000,0.000000,0.000000,0.598648,2.848079,2.965012
0.438,0.000000,0.000000,0.000000,0.604350,2.853920,2.875299
0.440,0.000000,0.000000,0.000000,0.610063,2.859580,2.785306
0.442,0.000000,0.000000,0.000000,0.615788,2.865061,2.695041
0.444,0.000000,0.000000,0.000000,0.621523,2.870360,2.604514
0.446,0.000000,0.000000,0.000000,0.627269,2.875479,2.513734
0.448,0.000000,0.000000,0.000000,0.633025,2.880415,2.422709
0.450,0.000000,0.000000,0.000000,0.638791,2.885169,2.331450
0.452,0.000000,0.000000,0.000000,0.644566,2.889741,2.239964
0.454,0.000000,0.000000,0.000000,0.650350,2.894129,2.148262
0.456,0.000000,0.000000,0.000000,0.656142,2.898334,2.056351
0.458,0.000000,0.000000,0.000000,0.661943,2.902354,1.964242
0.460,0.000000,0.000000,0.000000,0.667751,2.906191,1.871942
0.462,0.000000,0.000000,0.000000,0.673567,2.909842,1.779462
0.464,0.000000,0.000000,0.000000,0.679391,2.913308,1.686810
0.466,0.000000,0.000000,0.000000,0.685221,2.916589,1.593995
0.468,0.000000,0.000000,0.000000,0.691057,2.919684,1.501027
0.470,0.000000,0.000000,0.000000,0.696899,2.922593,1.407913
0.472,0.000000,0.000000,0.000000,0.702747,2.925316,1.314664
0.474,0.000000,0.000000,0.000000,0.708600,2.927852,1.221289
0.476,0.000000,0.000000,0.000000,0.714458,2.930201,1.127796
0.478,0.000000,0.000000,0.000000,0.720321,2.932363,1.034194
0.480,0.000000,0.000000,0.000000,0.726188,2.934338,0.940493
0.482,0.000000,0.000000,0.000000,0.732058,2.936125,0.846701
0.484,0.000000,0.000000,0.000000,0.737932,2.937724,0.752828
0.486,0.000000,0.000000,0.000000,0.743809,2.939136,0.658883
0.488,0.000000,0.000000,0.000000,0.749689,2.940360,0.564874
0.490,0.000000,0.000000,0.000000,0.755570,2.941395,0.470812
0.492,0.000000,0.000000,0.000000,0.761454,2.942243,0.376704
0.494,0.000000,0.000000,0.000000,0.767339,2.942902,0.282559
0.496,0.000000,0.000000,0.000000,0.773226,2.943373,0.188388
0.498,0.000000,0.000000,0.000000,0.779113,2.943656,0.094198
0.500,0.000000,0.000000,0.000000,0.785000,2.943750,-0.000000
0.502,0.000000,0.000000,0.000000,0.790887,2.943656,-0.094198
0.504,0.000000,0.000000,0.000000,0.796774,2.943373,-0.188388
0.506,0.000000,0.000000,0.000000,0.802661,2.942902,-0.282559
0.508,0.000000,0.000000,0.000000,0.808546,2.942243,-0.376704
0.510,0.000000,0.000000,0.000000,0.814430,2.941395,-0.470812
0.512,0.000000,0.000000,0.000000,0.820311,2.940360,-0.564874
0.514,0.000000,0.000000,0.000000,0.826191,2.939136,-0.658883
0.516,0.000000,0.000000,0.000000,0.832068,2.937724,-0.752828
0.518,0.000000,0.000000,0.000000,0.837942,2.936125,-0.846701
0.520,0.000000,0.000000,0.000000,0.843812,2.934338,-0.940493
0.522,0.000000,0.000000,0.000000,0.849679,2.932363,-1.034194
0.524,0.000000,0.000000,0.000000,0.855542,2.930201,-1.127796
0.526,0.000000,0.000000,0.000000,0.861400,2.927852,-1.221289
0.528,0.000000,0.000000,0.000000,0.867253,2.925316,-1.314664
0.530,0.000000,0.000000,0.000000,0.873101,2.922593,-1.407913
0.532,0.000000,0.000000,0.000000,0.878943,2.919684,-1.501027
0.534,0.000000,0.000000,0.000000,0.884779,2.916589,-1.593995
0.536,0.000000,0.000000,0.000000,0.890609,2.913308,-1.686810
0.538,0.000000,0.000000,0.000000,0.896433,2.909842,-1.779462
0.540,0.000000,0.000000,0.000000,0.902249,2.906191,-1.871942
0.542,0.000000,0.000000,0.000000,0.908057,2.902354,-1.964242
0.544,0.000000,0.000000,0.000000,0.913858,2.898334,-2.056351
0.546,0.000000,0.000000,0.000000,0.919650,2.894129,-2.148262
0.548,0.000000,0.000000,0.000000,0.925434,2.889741,-2.239964
0.550,0.000000,0.000000,0.000000,0.931209,2.885169,-2.331450
0.552,0.000000,0.000000,0.000000,0.936975,2.880415,-2.422709
0.554,0.000000,0.000000,0.000000,0.942731,2.875479,-2.513734
0.556,0.000000,0.000000,0.000000,0.948477,2.870360,-2.604514
0.558,0.000000,0.000000,0.000000,0.954212,2.865061,-2.695041
0.560,0.000000,0.000000,0.000000,0.959937,2.859580,-2.785306
0.562,0.000000,0.000000,0.000000,0.965650,2.853920,-2.875299
0.564,0.000000,0.000000,0.000000,0.971352,2.848079,-2.965012
0.566,0.000000,0.000000,0.000000,0.977042,2.842060,-3.054436
0.568,0.000000,0.000000,0.000000,0.982720,2.835862,-3.143561
0.570,0.000000,0.000000,0.000000,0.988386,2.829486,-3.232379
0.572,0.000000,0.000000,0.000000,0.994038,2.822933,-3.320880
0.574,0.000000,0.000000,0.000000,0.999677,2.816203,-3.409056
0.576,0.000000,0.000000,0.000000,1.005303,2.809297,-3.496897
0.578,0.000000,0.000000,0.000000,1.010914,2.802215,-3.584394
0.580,0.000000,0.000000,0.000000,1.016512,2.794959,-3.671539
0.582,0.000000,0.000000,0.000000,1.022094,2.787529,-3.758322
0.584,0.000000,0.000000,0.000000,1.027662,2.779926,-3.844735
0.586,0.000000,0.000000,0.000000,1.033214,2.772151,-3.930767
0.588,0.000000,0.000000,0.000000,1.038750,2.764203,-4.016411
0.590,0.000000,0.000000,0.000000,1.044270,2.756085,-4.101656
0.592,0.000000,0.000000,0.000000,1.049774,2.747797,-4.186495
0.594,0.000000,0.000000,0.000000,1.055262,2.739340,-4.270918
0.596,0.000000,0.000000,0.000000,1.060732,2.730714,-4.354916
0.598,0.000000,0.000000,0.000000,1.066184,2.721920,-4.438479
0.600,0.000000,0.000000,0.000000,1.071619,2.712960,-4.521600
0.602,0.000000,0.000000,0.000000,1.077036,2.703834,-4.604268
0.604,0.000000,0.000000,0.000000,1.082434,2.694543,-4.686476
0.606,0.000000,0.000000,0.000000,1.087814,2.685088,-4.768213
0.608,0.000000,0.000000,0.000000,1.093175,2.675471,-4.849470
0.610,0.000000,0.000000,0.000000,1.098516,2.665691,-4.930240
0.612,0.000000,0.000000,0.000000,1.103837,2.655750,-5.010512
0.614,0.000000,0.000000,0.000000,1.109139,2.645649,-5.090277
0.616,0.000000,0.000000,0.000000,1.114420,2.635389,-5.169527
0.618,0.000000,0.000000,0.000000,1.119680,2.624971,-5.248253
0.620,0.000000,0.000000,0.000000,1.124920,2.614397,-5.326445
0.622,0.000000,0.000000,0.000000,1.130138,2.603666,-5.404094
0.624,0.000000,0.000000,0.000000,1.135334,2.592781,-5.481192
0.626,0.000000,0.000000,0.000000,1.140509,2.581742,-5.557729
0.628,0.000000,0.000000,0.000000,1.145661,2.570550,-5.633697
0.630,0.000000,0.000000,0.000000,1.150791,2.559207,-5.709085
0.632,0.000000,0.000000,0.000000,1.155898,2.547714,-5.783886
0.634,0.000000,0.000000,0.000000,1.160982,2.536072,-5.858090
0.636,0.000000,0.000000,0.000000,1.166042,2.524282,-5.931688
0.638,0.000000,0.000000,0.000000,1.171079,2.512346,-6.004671
0.640,0.000000,0.000000,0.000000,1.176091,2.500264,-6.077030
0.642,0.000000,0.000000,0.000000,1.181080,2.488038,-6.148757
0.644,0.000000,0.000000,0.000000,1.186043,2.475669,-6.219841
0.646,0.000000,0.000000,0.000000,1.190982,2.463159,-6.290274
0.648,0.000000,0.000000,0.000000,1.195896,2.450509,-6.360046
0.650,0.000000,0.000000,0.000000,1.200784,2.437719,-6.429150
0.652,0.000000,0.000000,0.000000,1.205647,2.424793,-6.497575
0.654,0.000000,0.000000,0.000000,1.210483,2.411730,-6.565313
0.656,0.000000,0.000000,0.000000,1.215293,2.398532,-6.632355
0.658,0.000000,0.000000,0.000000,1.220077,2.385201,-6.698692
0.660,0.000000,0.000000,0.000000,1.224834,2.371737,-6.764314
0.662,0.000000,0.000000,0.000000,1.229564,2.358144,-6.829212
0.664,0.000000,0.000000,0.000000,1.234267,2.344421,-6.893378
0.666,0.000000,0.000000,0.000000,1.238942,2.330571,-6.956803
0.668,0.000000,0.000000,0.000000,1.243589,2.316594,-7.019477
0.670,0.000000,0.000000,0.000000,1.248208,2.302493,-7.081391
0.672,0.000000,0.000000,0.000000,1.252799,2.288269,-7.142536
0.674,0.000000,0.000000,0.000000,1.257361,2.273924,-7.202904
0.676,0.000000,0.000000,0.000000,1.261894,2.259458,-7.262485
0.678,0.000000,0.000000,0.000000,1.266399,2.244874,-7.321271
0.680,0.000000,0.000000,0.000000,1.270874,2.230174,-7.379251
0.682,0.000000,0.000000,0.000000,1.275319,2.215358,-7.436418
0.684,0.000000,0.000000,0.000000,1.279735,2.200429,-7.492761
0.686,0.000000,0.000000,0.000000,1.284121,2.185387,-7.548273
0.688,0.000000,0.000000,0.000000,1.288477,2.170236,-7.602944
0.690,0.000000,0.000000,0.000000,1.292802,2.154976,-7.656764
0.692,0.000000,0.000000,0.000000,1.297096,2.139610,-7.709726
0.694,0.000000,0.000000,0.000000,1.301360,2.124138,-7.761819
0.696,0.000000,0.000000,0.000000,1.305593,2.108563,-7.813035
0.698,0.000000,0.000000,0.000000,1.309794,2.092886,-7.863365
0.700,0.000000,0.000000,0.000000,1.313964,2.077110,-7.912800
0.702,0.000000,0.000000,0.000000,1.318103,2.061236,-7.961330
0.704,0.000000,0.000000,0.000000,1.322209,2.045265,-8.008947
0.706,0.000000,0.000000,0.000000,1.326284,2.029201,-8.055642
0.708,0.000000,0.000000,0.000000,1.330326,2.013043,-8.101405
0.710,0.000000,0.000000,0.000000,1.334336,1.996796,-8.146228
0.712,0.000000,0.000000,0.000000,1.338313,1.980459,-8.190101
0.714,0.000000,0.000000,0.000000,1.342258,1.964036,-8.233015
0.716,0.000000,0.000000,0.000000,1.346169,1.947528,-8.274962
0.718,0.000000,0.000000,0.000000,1.350048,1.930937,-8.315932
0.720,0.000000,0.000000,0.000000,1.353893,1.914265,-8.355917
0.722,0.000000,0.000000,0.000000,1.357705,1.897514,-8.394907
0.724,0.000000,0.000000,0.000000,1.361483,1.880686,-8.432893
0.726,0.000000,0.000000,0.000000,1.365227,1.863783,-8.469866
0.728,0.000000,0.000000,0.000000,1.368938,1.846807,-8.505817
0.730,0.000000,0.000000,0.000000,1.372615,1.829760,-8.540737
0.732,0.000000,0.000000,0.000000,1.376257,1.812645,-8.574618
0.734,0.000000,0.000000,0.000000,1.379865,1.795462,-8.607449
0.736,0.000000,0.000000,0.000000,1.383439,1.778215,-8.639222
0.738,0.000000,0.000000,0.000000,1.386978,1.760906,-8.669928
0.740,0.000000,0.000000,0.000000,1.390482,1.743536,-8.699558
0.742,0.000000,0.000000,0.000000,1.393952,1.726109,-8.728103
0.744,0.000000,0.000000,0.000000,1.397387,1.708625,-8.755554
0.746,0.000000,0.000000,0.000000,1.400787,1.691087,-8.781901
0.748,0.000000,0.000000,0.000000,1.404151,1.673498,-8.807136
0.750,0.000000,0.000000,0.000000,1.407480,1.655859,-8.831250
0.752,0.000000,0.000000,0.000000,1.410775,1.638174,-8.854233
0.754,0.000000,0.000000,0.000000,1.414033,1.620443,-8.876077
0.756,0.000000,0.000000,0.000000,1.417256,1.602670,-8.896773
0.758,0.000000,0.000000,0.000000,1.420444,1.584857,-8.916310
0.760,0.000000,0.000000,0.000000,1.423596,1.567006,-8.934682
0.762,0.000000,0.000000,0.000000,1.426712,1.549119,-8.951877
0.764,0.000000,0.000000,0.000000,1.429792,1.531199,-8.967888
0.766,0.000000,0.000000,0.000000,1.432837,1.513248,-8.982706
0.768,0.000000,0.000000,0.000000,1.435845,1.495269,-8.996320
0.770,0.000000,0.000000,0.000000,1.438818,1.477264,-9.008723
0.772,0.000000,0.000000,0.000000,1.441754,1.459235,-9.019905
0.774,0.000000,0.000000,0.000000,1.444655,1.441185,-9.029857
0.776,0.000000,0.000000,0.000000,1.447519,1.423116,-9.038570
0.778,0.000000,0.000000,0.000000,1.450347,1.405031,-9.046035
0.780,0.000000,0.000000,0.000000,1.453139,1.386933,-9.052243
0.782,0.000000,0.000000,0.000000,1.455895,1.368823,-9.057185
0.784,0.000000,0.000000,0.000000,1.458614,1.350705,-9.060852
0.786,0.000000,0.000000,0.000000,1.461298,1.332581,-9.063235
0.788,0.000000,0.000000,0.000000,1.463945,1.314453,-9.064325
0.790,0.000000,0.000000,0.000000,1.466555,1.296324,-9.064112
0.792,0.000000,0.000000,0.000000,1.469130,1.278197,-9.062589
0.794,0.000000,0.000000,0.000000,1.471668,1.260075,-9.059745
0.796,0.000000,0.000000,0.000000,1.474170,1.241959,-9.055571
0.798,0.000000,0.000000,0.000000,1.476636,1.223853,-9.050059
0.800,0.000000,0.000000,0.000000,1.479066,1.205760,-9.043200
0.802,0.000000,0.000000,0.000000,1.481459,1.187682,-9.034984
0.804,0.000000,0.000000,0.000000,1.483816,1.169621,-9.025403
0.806,0.000000,0.000000,0.000000,1.486138,1.151581,-9.014447
0.808,0.000000,0.000000,0.000000,1.488423,1.133564,-9.002108
